DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS,MEMUSED_GB
1723130167,262,85.3,0.000,0,760.499,64,1.74
1723130169,1578,86.4,0.024,86.4,420.503,64,1.78
1723130170,2950,87.3,0.048,172.8,379.636,64,1.80
1723130171,4263,86.4,0.097,349.2,372.302,64,1.84
1723130173,5598,86.5,0.121,435.6,368.424,64,1.89
1723130174,6911,86.3,0.145,522,412.035,64,1.93
1723130176,8346,86.4,0.193,694.8,391.37,64,1.94
1723130177,10107,87.6,0.217,781.2,648.243,64,2.12
1723130179,12165,116.0,0.276,993.6,6322.64,64,2.15
1723130182,14408,116.7,0.374,1346.4,6355.12,64,2.16
1723130183,16247,118.1,0.439,1580.4,6283.88,64,2.15
1723130185,17983,117.2,0.472,1699.2,6359.03,64,2.15
1723130187,19634,116.7,0.537,1933.2,6210.89,64,2.14
1723130189,21422,118.0,0.602,2167.2,6272.7,64,2.14
1723130191,23311,117.4,0.667,2401.2,6301.45,64,2.14
1723130193,25255,117.3,0.733,2638.8,6307.48,64,2.13
1723130195,27366,118.8,0.799,2876.4,6400,64,2.13
1723130197,29504,117.7,0.864,3110.4,6400,64,2.12
1723130199,31595,117.4,0.929,3344.4,6376.6,64,2.12
1723130201,33686,118.8,0.995,3582,6399.03,64,2.12
1723130203,35718,117.6,1.061,3819.6,6397.1,64,2.11
1723130205,37863,117.7,1.126,4053.6,6400,64,2.12
1723130207,40036,118.4,1.192,4291.2,6300.49,64,2.12
1723130209,42174,117.4,1.257,4525.2,6299.56,64,2.11
1723130212,44255,117.8,1.355,4878,6400,64,2.11
1723130214,46274,119.1,1.421,5115.6,6400,64,2.11
1723130216,48386,117.4,1.486,5349.6,6300.51,64,2.11
1723130218,50504,118.0,1.552,5587.2,6400,64,2.11
1723130220,52715,117.8,1.618,5824.8,6400,64,2.10
1723130222,54875,117.9,1.684,6062.4,6400,64,2.10
1723130224,57164,118.9,1.749,6296.4,6400,64,2.10
1723130227,59344,117.9,1.848,6652.8,6400,64,2.10
1723130229,61504,117.9,1.913,6886.8,6400,64,2.11
1723130231,63743,119.1,1.980,7128,6390.52,64,2.10
1723130233,65854,118.0,2.045,7362,6400,64,2.10
1723130235,68047,118.0,2.111,7599.6,6400,64,2.11
1723130237,70166,119.4,2.177,7837.2,6400,64,2.11
1723130240,72283,118.0,2.276,8193.6,6400,64,2.11
1723130242,74455,118.2,2.341,8427.6,6400,64,2.11
1723130244,76565,119.5,2.407,8665.2,6400,64,2.11
1723130246,78725,118.0,2.473,8902.8,6400,64,2.10
1723130248,80816,119.2,2.539,9140.4,6400,64,2.11
1723130250,82975,118.1,2.605,9378,6400,64,2.11
1723130253,85374,118.1,2.671,9615.6,6400,64,2.11
1723130255,87515,119.4,2.770,9972,6322.49,64,2.11
1723130257,89435,117.5,2.835,10206,6221.47,64,2.11
1723130259,91290,117.6,2.900,10440,6217.91,64,2.11
1723130260,93119,119.3,2.933,10558.8,6313.25,64,2.11
1723130262,94933,118.0,2.999,10796.4,6301.54,64,2.12
1723130264,96634,117.8,3.065,11034,6300.54,64,2.11
1723130266,98329,118.1,3.131,11271.6,6344.31,64,2.11
1723130267,100021,119.4,3.164,11390.4,6302.51,64,2.11
1723130269,101741,117.9,3.229,11624.4,6300.56,64,2.11
1723130271,103558,117.9,3.295,11862,6341.07,64,2.11
1723130273,105544,119.4,3.361,12099.6,6368.79,64,2.11
1723130275,107585,118.2,3.427,12337.2,6400,64,2.12
1723130277,109786,118.2,3.493,12574.8,6400,64,2.12
1723130279,111874,119.6,3.559,12812.4,6400,64,2.12
1723130281,114015,118.2,3.625,13050,6400,64,2.12
1723130284,116304,118.3,3.723,13402.8,6400,64,2.12
1723130286,118375,119.6,3.790,13644,6400,64,2.12
