DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS,MEMUSED_GB
1723137676,249,85.0,0.025,90,1169.04,64,1.71
1723137677,1561,91.3,0.049,176.4,801.114,64,2.16
1723137679,2885,90.1,0.074,266.4,799.008,64,2.60
1723137680,4213,90.0,0.124,446.4,839.443,64,2.83
1723137681,5568,89.1,0.149,536.4,800,64,2.88
1723137683,6980,90.1,0.174,626.4,805.824,64,2.14
1723137684,8311,89.9,0.224,806.4,805.338,64,1.91
1723137686,9629,89.6,0.250,900,845.267,64,1.92
1723137687,10949,89.3,0.274,986.4,801.242,64,1.92
1723137688,12283,89.7,0.324,1166.4,809.05,64,1.92
1723137690,13715,89.7,0.349,1256.4,801.485,64,1.93
1723137691,15034,88.4,0.373,1342.8,842.08,64,1.98
1723137692,16397,88.9,0.423,1522.8,807.219,64,2.08
1723137694,17727,88.8,0.447,1609.2,804.71,64,2.16
1723137695,19043,89.3,0.472,1699.2,805.824,64,2.22
1723137696,20358,88.7,0.521,1875.6,832.41,64,2.28
1723137698,21672,88.4,0.546,1965.6,806.074,64,2.30
1723137699,22993,88.4,0.570,2052,801.242,64,2.30
1723137700,24314,89.1,0.620,2232,801.242,64,2.31
1723137701,25626,89.7,0.645,2322,834.138,64,2.34
1723137703,26937,88.4,0.669,2408.4,801.114,64,2.35
1723137704,28247,88.0,0.718,2584.8,807.565,64,2.35
1723137705,29573,88.0,0.743,2674.8,801.242,64,2.38
1723137707,30893,89.1,0.767,2761.2,849.306,64,2.41
1723137708,32223,89.5,0.816,2937.6,795.776,64,2.41
1723137709,33544,88.1,0.841,3027.6,800.371,64,2.49
1723137711,34865,88.2,0.865,3114,792.307,64,2.55
1723137712,36191,87.9,0.915,3294,837.587,64,2.56
1723137713,37513,89.0,0.939,3380.4,807.187,64,2.59
1723137715,38833,87.8,0.963,3466.8,800.25,64,2.64
1723137716,40145,87.5,0.988,3556.8,807.315,64,2.65
1723137717,41461,87.7,1.036,3729.6,840.774,64,2.65
1723137719,42789,89.1,1.061,3819.6,827.315,64,2.70
1723137720,44114,90.2,1.086,3909.6,804.096,64,2.75
1723137721,45455,87.2,1.135,4086,794.291,64,2.76
1723137723,46772,87.3,1.159,4172.4,843.539,64,2.76
1723137724,48090,87.7,1.183,4258.8,746.65,64,2.84
1723137725,49420,89.2,1.233,4438.8,637.887,64,2.92
1723137727,50742,88.2,1.257,4525.2,669.779,64,3.02
1723137728,52071,88.2,1.282,4615.2,723.565,64,3.11
1723137729,53394,86.6,1.330,4788,770.304,64,3.13
1723137731,54710,87.2,1.355,4878,804.09,64,3.13
1723137732,56030,87.4,1.379,4964.4,802.106,64,3.13
1723137733,57347,86.0,1.427,5137.2,839.782,64,3.13
1723137735,58676,86.3,1.451,5223.6,806.323,64,3.13
1723137736,59987,86.1,1.475,5310,801.363,64,3.13
1723137737,61300,87.0,1.523,5482.8,808.422,64,3.13
1723137738,62616,85.9,1.547,5569.2,831.597,64,3.13
1723137740,63932,86.4,1.571,5655.6,801.856,64,3.13
1723137741,65254,86.0,1.619,5828.4,800.992,64,3.13
1723137742,66578,87.1,1.643,5914.8,801.242,64,3.14
1723137744,67893,89.4,1.668,6004.8,832.973,64,3.17
1723137745,69203,88.9,1.717,6181.2,792.429,64,3.20
1723137746,70522,88.4,1.741,6267.6,806.938,64,3.26
1723137748,71834,88.4,1.766,6357.6,802.106,64,3.31
1723137749,73169,89.6,1.817,6541.2,1222.91,64,3.57
1723137750,74497,90.9,1.842,6631.2,832.454,64,3.59
1723137752,75907,89.4,1.867,6721.2,801.363,64,3.60
1723137753,77249,90.5,1.917,6901.2,854.72,64,3.61
1723137754,78589,89.2,1.941,6987.6,819.955,64,3.62
1723137756,79906,89.8,1.966,7077.6,806.195,64,3.62
1723137757,81266,87.9,2.015,7254,801.242,64,3.62
1723137759,83234,105.4,2.044,7358.4,5094.29,64,3.71
1723137761,85255,119.1,2.110,7596,6234.33,64,3.75
1723137764,87724,119.6,2.176,7833.6,6390.34,64,3.75
1723137766,89806,119.7,2.276,8193.6,6314.3,64,3.77
1723137768,91891,121.7,2.344,8438.4,6355.11,64,3.77
1723137770,94178,120.6,2.410,8676,6399.05,64,3.77
1723137773,96531,120.8,2.512,9043.2,6378,64,3.78
1723137775,98752,122.5,2.579,9284.4,6343.55,64,3.78
1723137777,100848,120.3,2.647,9529.2,6284.06,64,3.78
1723137779,102942,121.8,2.714,9770.4,6301.48,64,3.78
1723137781,105223,121.1,2.781,10011.6,6369.38,64,3.78
1723137784,107494,121.2,2.882,10375.2,6400,64,3.77
1723137786,110021,122.4,2.950,10620,6400,64,3.77
1723137789,112446,121.3,3.018,10864.8,6400,64,3.77
1723137791,114921,121.5,3.119,11228.4,6399.06,64,3.77
1723137793,117312,121.3,3.187,11473.2,6326.82,64,3.77
1723137796,119636,120.9,3.288,11836.8,6300.47,64,3.77
1723137798,121809,121.8,3.356,12081.6,6201.89,64,3.77
1723137800,124103,121.0,3.423,12322.8,6254.02,64,3.77
1723137802,126303,121.7,3.490,12564,6396.1,64,3.77
1723137805,128602,122.6,3.593,12934.8,6301.43,64,3.77
1723137807,130825,121.6,3.660,13176,6300.48,64,3.77
1723137809,133181,122.4,3.728,13420.8,6240.14,64,3.77
1723137812,135710,121.6,3.830,13788,6355,64,3.77
1723137814,138162,121.9,3.897,14029.2,6387.32,64,3.77
1723137816,140440,123.3,3.966,14277.6,6400,64,3.77
1723137819,142900,122.1,4.067,14641.2,6400,64,3.77
1723137821,145100,122.6,4.136,14889.6,6307.39,64,3.77
