DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS,MEMUSED_GB
1723128225,306,85.8,0.000,0,645.261,64,1.78
1723128226,1756,99.3,0.053,190.8,1793,64,2.41
1723128228,3223,100.7,0.081,291.6,4016.12,64,2.88
1723128229,4678,110.8,0.145,522,3647.71,64,3.10
1723128231,6196,91.6,0.170,612,836.704,64,3.21
1723128232,7545,93.6,0.222,799.2,837.715,64,3.32
1723128234,8894,89.9,0.247,889.2,742.074,64,3.39
1723128235,10274,90.0,0.272,979.2,612.121,64,3.49
1723128236,11631,89.2,0.322,1159.2,628.978,64,3.57
1723128238,13002,91.6,0.347,1249.2,793.619,64,3.65
1723128239,14438,91.2,0.372,1339.2,816.915,64,3.74
1723128241,15841,89.7,0.422,1519.2,750.822,64,3.84
1723128242,17205,89.5,0.447,1609.2,780.883,64,3.94
1723128243,18544,90.3,0.498,1792.8,767.917,64,4.02
1723128245,19982,91.7,0.523,1882.8,834.394,64,4.13
1723128246,21426,89.9,0.548,1972.8,841.389,64,4.29
1723128248,22808,91.4,0.598,2152.8,973.626,64,4.40
1723128249,24286,90.4,0.623,2242.8,806.182,64,4.53
1723128250,25717,90.8,0.674,2426.4,829.741,64,4.67
1723128252,27076,90.4,0.700,2520,850.502,64,4.78
1723128253,28437,91.7,0.725,2610,1272.77,64,4.93
1723128255,29861,91.9,0.776,2793.6,1096.22,64,5.11
1723128256,31221,93.3,0.802,2887.2,984.998,64,5.24
1723128257,32558,92.6,0.854,3074.4,1013.55,64,5.37
1723128259,33896,90.8,0.878,3160.8,938.426,64,5.49
1723128260,35247,90.0,0.903,3250.8,694.886,64,5.60
1723128261,36581,91.3,0.954,3434.4,870.669,64,5.69
1723128263,37910,89.1,0.979,3524.4,821.651,64,5.79
1723128264,39540,90.4,1.004,3614.4,4382.2,64,5.80
1723128266,41723,113.9,1.066,3837.6,6311.53,64,6.12
1723128269,43809,118.2,1.164,4190.4,6345.34,64,6.15
1723128271,45985,116.9,1.229,4424.4,6342.41,64,6.16
1723128273,48364,117.7,1.294,4658.4,6393.24,64,6.16
1723128276,50884,118.7,1.360,4896,6400,64,6.15
1723128278,53083,118.1,1.459,5252.4,6400,64,6.15
1723128280,55433,119.8,1.525,5490,6400,64,6.13
1723128283,57624,118.2,1.591,5727.6,6400,64,6.13
1723128285,59843,118.2,1.689,6080.4,6400,64,6.14
1723128287,62043,119.9,1.756,6321.6,6400,64,6.13
1723128289,64514,118.4,1.822,6559.2,6400,64,6.13
1723128292,66704,118.3,1.921,6915.6,6400,64,6.13
1723128294,68934,119.3,1.987,7153.2,6400,64,6.13
1723128296,71272,118.4,2.053,7390.8,6400,64,6.13
1723128299,73633,120.0,2.119,7628.4,6400,64,6.13
1723128301,75966,118.4,2.218,7984.8,6400,64,6.13
1723128303,78176,118.5,2.284,8222.4,6400,64,6.12
1723128305,80463,119.2,2.350,8460,6374.16,64,6.12
1723128308,82704,118.5,2.416,8697.6,6400,64,6.12
1723128310,84873,118.5,2.515,9054,6400,64,6.12
1723128312,87143,119.3,2.582,9295.2,6400,64,6.11
1723128315,89832,118.6,2.647,9529.2,6400,64,6.11
1723128317,92153,120.1,2.746,9885.6,6400,64,6.11
1723128320,94785,118.5,2.812,10123.2,6395.22,64,6.11
1723128322,97397,119.0,2.912,10483.2,6399.04,64,6.19
1723128324,99404,119.0,2.979,10724.4,6392.35,64,6.22
1723128326,101454,119.0,3.044,10958.4,6366.18,64,6.27
1723128329,104067,120.5,3.144,11318.4,6400,64,6.30
1723128331,106443,118.8,3.210,11556,6400,64,6.30
1723128334,108703,118.7,3.276,11793.6,6400,64,6.29
1723128336,110932,119.4,3.376,12153.6,6400,64,6.29
1723128338,113137,118.8,3.442,12391.2,6400,64,6.29
1723128340,115292,120.2,3.508,12628.8,6396.17,64,6.29
1723128342,117514,118.6,3.575,12870,6400,64,6.29
1723128345,119904,118.7,3.673,13222.8,6397.13,64,6.29
1723128347,122305,120.4,3.740,13464,6400,64,6.28
1723128349,124524,118.6,3.806,13701.6,6400,64,6.28
1723128352,126703,118.8,3.872,13939.2,6400,64,6.28
1723128354,128774,119.6,3.972,14299.2,6400,64,6.28
1723128356,131094,118.8,4.037,14533.2,6400,64,6.28
1723128358,133282,120.5,4.104,14774.4,6400,64,6.29
1723128360,135474,118.8,4.171,15015.6,6400,64,6.29
1723128363,137772,118.8,4.236,15249.6,6400,64,6.29
1723128365,140025,120.6,4.336,15609.6,6400,64,6.30
1723128367,142316,118.7,4.402,15847.2,6400,64,6.30
1723128370,144737,118.8,4.502,16207.2,6400,64,6.30
1723128372,146882,119.7,4.568,16444.8,6391.22,64,6.30
1723128374,149024,118.9,4.634,16682.4,6400,64,6.30
1723128376,151192,120.5,4.700,16920,6400,64,6.31
1723128378,153412,118.8,4.767,17161.2,6400,64,6.30
1723128380,155542,118.9,4.833,17398.8,6400,64,6.30
1723128383,157732,120.5,4.932,17755.2,6400,64,6.30
1723128385,159965,118.9,4.999,17996.4,6400,64,6.30
1723128387,162183,118.9,5.065,18234,6400,64,6.30
1723128389,164362,119.7,5.131,18471.6,6400,64,6.30
1723128391,166544,118.9,5.198,18712.8,6400,64,6.30
1723128394,169002,118.9,5.297,19069.2,6400,64,6.30
1723128396,171204,118.9,5.363,19306.8,6400,64,6.30
1723128398,173525,118.9,5.429,19544.4,6400,64,6.30
1723128401,175822,120.5,5.496,19785.6,6400,64,6.30
1723128403,178012,118.9,5.596,20145.6,6400,64,6.30
1723128405,180183,119.0,5.661,20379.6,6400,64,6.30
1723128407,182433,119.9,5.728,20620.8,6400,64,6.30
1723128409,184574,119.0,5.795,20862,6400,64,6.30
1723128412,186843,118.9,5.894,21218.4,6400,64,6.30
1723128414,189094,120.0,5.960,21456,6400,64,6.30
1723128416,191362,118.9,6.027,21697.2,6400,64,6.30
1723128419,193793,120.6,6.127,22057.2,6400,64,6.30
1723128421,196092,119.2,6.192,22291.2,6400,64,6.30
1723128423,198252,119.0,6.259,22532.4,6400,64,6.30
1723128425,200506,119.7,6.326,22773.6,6400,64,6.30
1723128428,202783,119.1,6.392,23011.2,6400,64,6.30
1723128430,205093,119.2,6.491,23367.6,6400,64,6.30
1723128432,207296,119.0,6.558,23608.8,6400,64,6.30
1723128434,209617,119.0,6.624,23846.4,6400,64,6.30
1723128437,211904,120.6,6.724,24206.4,6400,64,6.30
1723128439,214224,119.2,6.790,24444,6400,64,6.30
1723128441,216486,119.0,6.856,24681.6,6400,64,6.30
1723128444,218664,120.0,6.923,24922.8,6400,64,6.30
1723128446,221114,119.2,7.022,25279.2,6400,64,6.30
1723128448,223304,120.6,7.089,25520.4,6400,64,6.30
1723128451,225642,119.0,7.155,25758,6400,64,6.30
1723128453,227872,119.1,7.254,26114.4,6400,64,6.30
1723128455,230134,120.7,7.321,26355.6,6400,64,6.30
1723128457,232362,119.1,7.388,26596.8,6400,64,6.30
1723128459,234542,119.1,7.454,26834.4,6400,64,6.30
1723128462,236691,120.1,7.521,27075.6,6400,64,6.30
1723128464,239113,119.2,7.620,27432,6400,64,6.31
1723128466,241414,120.8,7.686,27669.6,6400,64,6.30
1723128469,243693,119.2,7.753,27910.8,6400,64,6.30
1723128471,246083,119.2,7.852,28267.2,6400,64,6.30
1723128473,248324,120.0,7.919,28508.4,6400,64,6.30
1723128475,250621,119.2,7.985,28746,6400,64,6.30
1723128478,252786,119.2,8.085,29106,6395.17,64,6.31
1723128480,255002,120.1,8.152,29347.2,6400,64,6.31
1723128482,257312,119.0,8.218,29584.8,6395.17,64,6.31
1723128484,259582,120.7,8.285,29826,6400,64,6.31
1723128487,261962,119.2,8.384,30182.4,6400,64,6.31
1723128489,264331,119.1,8.450,30420,6400,64,6.31
1723128491,266445,120.1,8.517,30661.2,6400,64,6.31
1723128494,268764,119.2,8.617,31021.2,6400,64,6.31
1723128496,270853,119.3,8.683,31258.8,6400,64,6.31
1723128498,273236,120.1,8.750,31500,6400,64,6.31
1723128500,275474,119.1,8.816,31737.6,6400,64,6.31
1723128503,277654,120.9,8.883,31978.8,6400,64,6.31
1723128505,279873,119.2,8.982,32335.2,6400,64,6.31
1723128507,282041,119.3,9.049,32576.4,6400,64,6.31
1723128509,284213,120.2,9.116,32817.6,6400,64,6.31
1723128511,286455,119.2,9.182,33055.2,6400,64,6.31
1723128514,288801,119.2,9.248,33292.8,6396.17,64,6.31
1723128516,290965,120.1,9.348,33652.8,6400,64,6.31
1723128518,293145,119.2,9.415,33894,6400,64,6.31
1723128520,295322,120.8,9.481,34131.6,6400,64,6.31
1723128522,297524,119.1,9.548,34372.8,6400,64,6.31
1723128525,299784,119.2,9.647,34729.2,6400,64,6.31
1723128527,302012,120.8,9.714,34970.4,6400,64,6.31
1723128529,304294,119.2,9.780,35208,6400,64,6.31
1723128531,306452,119.2,9.847,35449.2,6400,64,6.31
1723128534,308726,120.2,9.947,35809.2,6400,64,6.31
1723128536,310892,119.4,10.013,36046.8,6400,64,6.31
1723128538,313133,119.3,10.080,36288,6400,64,6.31
1723128540,315374,119.2,10.146,36525.6,6400,64,6.31
1723128543,317634,119.2,10.212,36763.2,6400,64,6.31
1723128545,319905,120.8,10.312,37123.2,6394.26,64,6.31
1723128547,322245,119.3,10.379,37364.4,6400,64,6.31
1723128549,324444,119.1,10.445,37602,6400,64,6.31
1723128552,326865,120.3,10.545,37962,6400,64,6.31
1723128554,329206,119.4,10.612,38203.2,6400,64,6.31
1723128556,331491,120.8,10.678,38440.8,6400,64,6.31
1723128559,333734,119.5,10.778,38800.8,6400,64,6.31
1723128561,336132,119.5,10.844,39038.4,6400,64,6.30
1723128563,338382,120.2,10.911,39279.6,6400,64,6.31
1723128565,340594,119.3,10.978,39520.8,6400,64,6.31
1723128568,342823,119.3,11.078,39880.8,6400,64,6.30
1723128570,345041,120.2,11.144,40118.4,6400,64,6.30
1723128572,347503,119.3,11.210,40356,6400,64,6.31
1723128575,349732,120.9,11.277,40597.2,6400,64,6.31
1723128577,352046,119.4,11.377,40957.2,6400,64,6.31
1723128579,354283,119.3,11.443,41194.8,6400,64,6.30
1723128581,356492,120.3,11.510,41436,6400,64,6.30
1723128584,358762,119.4,11.610,41796,6400,64,6.30
1723128586,360993,119.5,11.677,42037.2,6400,64,6.30
1723128588,363104,119.3,11.743,42274.8,6400,64,6.30
1723128590,365324,119.3,11.810,42516,6400,64,6.30
1723128593,367662,120.9,11.876,42753.6,6400,64,6.30
1723128595,369981,119.4,11.976,43113.6,6400,64,6.30
1723128597,372185,119.4,12.043,43354.8,6400,64,6.30
1723128599,374472,120.3,12.109,43592.4,6400,64,6.30
1723128602,376795,119.3,12.209,43952.4,6400,64,6.30
1723128604,379062,119.4,12.276,44193.6,6400,64,6.31
1723128606,381352,119.4,12.342,44431.2,6395.26,64,6.30
1723128608,383553,119.5,12.409,44672.4,6400,64,6.30
1723128611,385842,121.0,12.509,45032.4,6400,64,6.31
1723128613,387984,119.5,12.575,45270,6400,64,6.31
1723128615,390222,119.4,12.642,45511.2,6400,64,6.31
1723128617,392385,120.3,12.709,45752.4,6400,64,6.31
1723128620,394751,119.5,12.808,46108.8,6400,64,6.30
1723128622,396963,119.5,12.875,46350,6400,64,6.31
1723128624,399193,119.5,12.942,46591.2,6400,64,6.31
1723128626,401462,119.4,13.008,46828.8,6400,64,6.31
1723128629,403747,121.0,13.075,47070,6400,64,6.31
1723128631,405973,119.5,13.175,47430,6399.05,64,6.12
1723128633,408217,119.5,13.241,47667.6,6400,64,6.12
1723128635,410384,120.4,13.308,47908.8,6400,64,6.12
1723128637,412574,119.4,13.375,48150,6400,64,6.12
1723128640,414806,119.4,13.475,48510,6400,64,6.12
1723128642,417052,120.4,13.541,48747.6,6391.22,64,6.12
1723128644,419262,119.4,13.608,48988.8,6400,64,6.12
1723128646,421442,121.0,13.675,49230,6400,64,6.12
1723128649,423653,119.4,13.774,49586.4,6400,64,6.12
1723128651,425844,119.5,13.841,49827.6,6400,64,6.12
1723128653,428092,121.2,13.908,50068.8,6400,64,6.12
1723128655,430397,119.4,13.974,50306.4,6400,64,6.12
1723128658,432664,119.5,14.041,50547.6,6400,64,6.12
1723128660,434902,120.3,14.141,50907.6,6400,64,6.12
1723128662,437085,119.5,14.207,51145.2,6393.31,64,6.12
1723128664,439273,121.0,14.274,51386.4,6400,64,6.12
1723128666,441483,119.4,14.341,51627.6,6400,64,6.12
1723128669,443872,119.5,14.407,51865.2,6400,64,6.12
1723128671,446073,121.1,14.508,52228.8,6400,64,6.12
1723128673,448302,119.4,14.574,52466.4,6400,64,6.12
1723128676,450623,119.6,14.640,52704,6400,64,6.12
1723128678,452906,121.3,14.741,53067.6,6400,64,6.12
1723128680,455093,120.0,14.808,53308.8,6400,64,6.12
1723128682,457302,121.4,14.875,53550,6400,64,6.12
1723128684,459433,119.9,14.942,53791.2,6400,64,6.12
1723128686,461602,120.0,15.009,54032.4,6400,64,6.12
1723128689,463863,121.5,15.109,54392.4,6400,64,6.12
1723128691,466182,120.0,15.176,54633.6,6400,64,6.12
1723128693,468373,119.9,15.242,54871.2,6400,64,6.12
1723128695,470602,120.8,15.310,55116,6400,64,6.12
1723128698,472762,119.9,15.410,55476,6400,64,6.12
1723128700,475055,119.9,15.477,55717.2,6400,64,6.12
1723128702,477362,120.0,15.544,55958.4,6400,64,6.12
1723128704,479553,119.9,15.610,56196,6400,64,6.12
1723128707,481733,121.4,15.711,56559.6,6400,64,6.12
1723128710,484684,119.9,15.778,56800.8,6400,64,6.12
1723128712,486882,121.4,15.878,57160.8,6400,64,6.11
1723128714,489275,120.9,15.945,57402,6400,64,6.12
1723128716,491462,119.8,16.011,57639.6,6400,64,6.12
1723128719,493842,121.4,16.112,58003.2,6400,64,6.11
1723128721,496003,119.8,16.179,58244.4,6400,64,6.12
1723128723,498263,119.7,16.245,58482,6399.05,64,6.12
1723128725,500532,120.7,16.312,58723.2,6400,64,6.12
1723128728,502792,119.9,16.412,59083.2,6400,64,6.12
1723128730,505173,119.9,16.479,59324.4,6400,64,6.12
1723128733,508172,119.9,16.579,59684.4,6400,64,6.12
1723128735,510335,119.7,16.646,59925.6,6399.05,64,6.06
1723128737,512043,120.0,16.713,60166.8,6278.82,64,5.98
1723128739,513797,119.2,16.779,60404.4,6200.06,64,5.92
1723128740,515533,118.9,16.812,60523.2,6110.16,64,5.77
1723128742,517179,118.7,16.878,60760.8,5832.28,64,5.63
1723128744,518966,117.6,16.943,60994.8,5698.94,64,5.64
1723128746,520820,115.9,17.007,61225.2,5693.42,64,5.29
1723128747,522491,114.0,17.038,61336.8,5150.76,64,5.15
1723128749,524223,113.5,17.102,61567.2,4996.89,64,4.94
1723128751,526019,110.7,17.164,61790.4,4720.5,64,4.74
1723128752,527673,110.8,17.224,62006.4,4177.6,64,4.39
1723128754,529354,108.6,17.254,62114.4,3839.6,64,4.25
1723128756,531267,105.0,17.313,62326.8,3522.23,64,4.04
1723128758,532796,104.7,17.372,62539.2,3263.53,64,3.62
1723128759,534307,101.7,17.400,62640,2526.66,64,3.26
1723128760,535785,98.4,17.455,62838,2144.24,64,2.98
1723128762,537194,96.4,17.482,62935.2,1842.6,64,2.91
1723128763,538548,95.2,17.535,63126,1782.03,64,2.78
1723128765,539928,93.9,17.561,63219.6,1481.66,64,2.64
1723128766,541250,94.0,17.587,63313.2,1398.08,64,2.56
1723128767,542598,90.8,17.639,63500.4,1215.88,64,2.49
1723128769,543928,91.6,17.664,63590.4,1143.99,64,2.36
1723128770,545271,91.1,17.689,63680.4,899.693,64,2.22
1723128771,546613,90.9,17.739,63860.4,727.206,64,2.01
1723128773,547932,87.9,17.764,63950.4,520.849,64,1.94
1723128774,549250,87.6,17.788,64036.8,400.744,64,1.94
1723128775,550560,85.9,17.836,64209.6,400.682,64,1.94
1723128777,551889,86.2,17.860,64296,401.612,64,1.93
1723128778,553218,87.7,17.885,64386,414.438,64,1.87
1723128779,554538,88.4,17.933,64558.8,299.752,64,1.87
1723128781,555874,85.6,17.956,64641.6,301.41,64,1.87
1723128782,557214,85.5,17.980,64728,302.26,64,1.87
1723128783,558553,85.6,18.028,64900.8,233.034,64,1.73
1723128785,559942,85.5,18.052,64987.2,101.131,64,1.73
1723128786,561263,84.4,18.075,65070,103.066,64,1.73
