DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS,MEMUSED_GB
1723132358,287,84.1,0.000,0,888.198,64,1.76
1723132359,1648,95.0,0.026,93.6,3213.92,64,2.14
1723132361,3644,117.2,0.088,316.8,6024.22,64,2.29
1723132363,5347,117.3,0.153,550.8,6300.53,64,2.28
1723132364,7126,117.5,0.218,784.8,6287.6,64,2.28
1723132367,9138,118.5,0.285,1026,6338.16,64,2.29
1723132368,10993,117.8,0.317,1141.2,6357.48,64,2.29
1723132370,12908,117.5,0.383,1378.8,6278.6,64,2.29
1723132372,14577,118.3,0.449,1616.4,6201.02,64,2.28
1723132374,16386,117.9,0.514,1850.4,6300.47,64,2.27
1723132375,18207,118.3,0.580,2088,6301.51,64,2.26
1723132377,19890,118.5,0.613,2206.8,6319.21,64,2.26
1723132379,21776,120.0,0.679,2444.4,6284.58,64,2.25
1723132381,23692,118.2,0.745,2682,6300.52,64,2.25
1723132383,25554,118.7,0.811,2919.6,6365.21,64,2.25
1723132385,27221,119.3,0.877,3157.2,6296.55,64,2.24
1723132386,29000,118.7,0.943,3394.8,6341.88,64,2.24
1723132388,30827,118.3,0.976,3513.6,6288.56,64,2.23
1723132390,32580,119.0,1.042,3751.2,6297.51,64,2.23
1723132392,34293,118.5,1.109,3992.4,6300.53,64,2.23
1723132394,36078,118.7,1.174,4226.4,6307.36,64,2.23
1723132395,37956,118.8,1.207,4345.2,6260.53,64,2.23
1723132397,39623,120.2,1.274,4586.4,6283.6,64,2.22
1723132399,41416,118.2,1.339,4820.4,6267.68,64,2.22
1723132401,43321,119.0,1.406,5061.6,6368.48,64,2.23
1723132402,45008,119.5,1.472,5299.2,6301.49,64,2.22
1723132404,46861,118.8,1.505,5418,6324.86,64,2.22
1723132406,48542,118.8,1.572,5659.2,6350.75,64,2.22
1723132407,50205,118.9,1.637,5893.2,6270.65,64,2.22
1723132409,52106,120.7,1.671,6015.6,6300.54,64,2.22
1723132411,54223,118.8,1.770,6372,6318.42,64,2.22
1723132413,55952,118.9,1.803,6490.8,6316.27,64,2.22
1723132415,57664,120.7,1.870,6732,6300.53,64,2.22
1723132417,59346,118.4,1.935,6966,6243.78,64,2.22
1723132418,61063,119.2,2.002,7207.2,6331.37,64,2.22
1723132420,62755,119.5,2.035,7326,6300.53,64,2.22
1723132422,64415,118.2,2.101,7563.6,6202.98,64,2.22
1723132423,66088,118.5,2.167,7801.2,6362.32,64,2.22
1723132425,67917,118.9,2.200,7920,6260.72,64,2.22
1723132427,69628,120.7,2.267,8161.2,6300.52,64,2.22
1723132429,71497,118.7,2.333,8398.8,6307.23,64,2.22
1723132431,73262,119.2,2.399,8636.4,6295.52,64,2.22
1723132433,75217,119.7,2.466,8877.6,6345.9,64,2.22
1723132434,76916,119.1,2.499,8996.4,6302.48,64,2.22
1723132436,78639,118.7,2.565,9234,6234.8,64,2.22
1723132438,80469,119.0,2.631,9471.6,6221,64,2.22
1723132440,82156,120.9,2.698,9712.8,6301.51,64,2.22
1723132441,83998,119.5,2.731,9831.6,6344.38,64,2.22
1723132443,85837,119.1,2.797,10069.2,6300.53,64,2.22
1723132445,87528,120.6,2.863,10306.8,6301.49,64,2.22
1723132447,89415,119.1,2.930,10548,6335.95,64,2.22
1723132449,91178,119.2,2.996,10785.6,6301.52,64,2.22
1723132451,93188,119.8,3.063,11026.8,6386.85,64,2.22
1723132452,95136,119.2,3.129,11264.4,6388.4,64,2.23
1723132454,96786,118.8,3.162,11383.2,6258.71,64,2.22
1723132456,98644,119.4,3.228,11620.8,6295.58,64,2.22
1723132458,100558,119.2,3.295,11862,6349.27,64,2.23
1723132460,102519,118.6,3.361,12099.6,6267.32,64,2.23
1723132462,104448,119.3,3.427,12337.2,6277.27,64,2.23
1723132464,106504,119.2,3.494,12578.4,6366.82,64,2.23
1723132466,108298,118.6,3.560,12816,6273.41,64,2.23
