DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS,MEMUSED_GB
1723129729,289,84.6,0.000,0,734.342,64,1.79
1723129730,1611,88.8,0.049,176.4,751.13,64,1.87
1723129732,2931,89.9,0.073,262.8,680.557,64,1.91
1723129733,4347,89.7,0.099,356.4,628.356,64,1.99
1723129734,5661,88.9,0.148,532.8,628.849,64,2.07
1723129736,7010,89.1,0.173,622.8,672.16,64,2.16
1723129737,8334,89.0,0.197,709.2,683.078,64,2.21
1723129738,9678,88.9,0.247,889.2,928.838,64,2.38
1723129741,11748,104.5,0.309,1112.4,6335.54,64,2.42
1723129742,13540,116.9,0.341,1227.6,6282.76,64,2.43
1723129744,15371,118.8,0.407,1465.2,6379.71,64,2.44
1723129746,17475,117.8,0.473,1702.8,6300.5,64,2.43
1723129748,19369,118.0,0.538,1936.8,6310.23,64,2.43
1723129750,21256,119.5,0.604,2174.4,6359.8,64,2.43
1723129752,23080,117.9,0.670,2412,6293.7,64,2.42
1723129754,25210,118.3,0.736,2649.6,6352.66,64,2.41
1723129756,27391,119.5,0.802,2887.2,6356.93,64,2.40
1723129758,29500,118.3,0.868,3124.8,6380.68,64,2.40
1723129760,31591,118.4,0.934,3362.4,6333.97,64,2.40
1723129763,33779,120.0,1.034,3722.4,6373.4,64,2.39
1723129765,35891,118.9,1.100,3960,6386.48,64,2.39
1723129767,37939,118.6,1.166,4197.6,6307.39,64,2.38
1723129769,40121,119.8,1.232,4435.2,6321.96,64,2.38
1723129771,42401,118.6,1.298,4672.8,6372.77,64,2.37
1723129774,44611,118.5,1.364,4910.4,6341.08,64,2.37
1723129776,46763,120.3,1.464,5270.4,6400,64,2.37
1723129778,48919,119.0,1.530,5508,6400,64,2.37
1723129780,51180,120.2,1.597,5749.2,6400,64,2.37
1723129782,53318,118.6,1.663,5986.8,6300.47,64,2.37
1723129784,55423,119.0,1.729,6224.4,6381.82,64,2.37
1723129786,57589,120.4,1.796,6465.6,6400,64,2.37
1723129789,59866,119.2,1.895,6822,6400,64,2.37
1723129791,61971,119.1,1.962,7063.2,6300.49,64,2.37
1723129793,63980,120.2,2.028,7300.8,6327.81,64,2.37
1723129795,66191,119.1,2.094,7538.4,6400,64,2.37
1723129797,68321,119.1,2.160,7776,6400,64,2.37
1723129799,70492,120.6,2.228,8020.8,6400,64,2.38
1723129802,72758,119.3,2.327,8377.2,6400,64,2.37
1723129804,74919,119.3,2.393,8614.8,6400,64,2.37
1723129806,77114,119.3,2.460,8856,6400,64,2.37
1723129808,79391,119.2,2.526,9093.6,6400,64,2.37
1723129811,81630,120.5,2.593,9334.8,6400,64,2.37
1723129813,83818,119.5,2.693,9694.8,6400,64,2.37
1723129815,85981,119.2,2.759,9932.4,6299.55,64,2.37
1723129817,88069,120.3,2.826,10173.6,6382.61,64,2.37
1723129819,89997,119.3,2.892,10411.2,6380.88,64,2.38
1723129821,91845,118.9,2.958,10648.8,6186.17,64,2.38
1723129823,93696,120.1,3.025,10890,6221.01,64,2.39
1723129825,95860,119.3,3.091,11127.6,6336.26,64,2.38
1723129827,97879,119.4,3.157,11365.2,6381.47,64,2.39
1723129829,100030,120.5,3.224,11606.4,6393.24,64,2.39
1723129831,102327,119.3,3.290,11844,6400,64,2.39
1723129833,104452,119.4,3.357,12085.2,6400,64,2.39
1723129836,106710,120.6,3.424,12326.4,6400,64,2.39
1723129838,108984,119.5,3.523,12682.8,6400,64,2.38
1723129840,111299,120.5,3.590,12924,6400,64,2.38
1723129842,113422,119.4,3.657,13165.2,6400,64,2.39
1723129845,115818,119.4,3.756,13521.6,6400,64,2.39
1723129847,118049,120.8,3.823,13762.8,6400,64,2.39
1723129849,120171,119.3,3.890,14004,6377.04,64,2.39
1723129851,122381,119.4,3.956,14241.6,6400,64,2.38
1723129853,124498,120.6,4.023,14482.8,6400,64,2.39
1723129855,126502,119.4,4.089,14720.4,6310.14,64,2.39
1723129857,128569,119.1,4.189,15080.4,6300.49,64,2.39
1723129860,130710,120.7,4.256,15321.6,6400,64,2.38
1723129862,132849,119.7,4.322,15559.2,6400,64,2.39
1723129864,135000,119.4,4.389,15800.4,6317.55,64,2.39
1723129866,137020,119.4,4.455,16038,6400,64,2.39
1723129868,139259,119.3,4.522,16279.2,6377.03,64,2.39
1723129870,141469,120.6,4.588,16516.8,6400,64,2.39
1723129873,143739,119.4,4.688,16876.8,6400,64,2.39
1723129875,145919,119.1,4.754,17114.4,6357.89,64,2.39
1723129877,148159,120.7,4.822,17359.2,6400,64,2.39
1723129879,150340,119.5,4.888,17596.8,6400,64,2.39
1723129881,152531,119.1,4.954,17834.4,6301.45,64,2.39
1723129884,154628,120.3,5.021,18075.6,6300.47,64,2.39
1723129886,156929,119.7,5.121,18435.6,6400,64,2.39
1723129888,159039,120.6,5.187,18673.2,6400,64,2.39
1723129890,161200,119.4,5.254,18914.4,6400,64,2.39
1723129892,163422,119.5,5.320,19152,6400,64,2.39
1723129894,165590,120.7,5.387,19393.2,6400,64,2.39
1723129897,167789,119.4,5.487,19753.2,6400,64,2.39
1723129899,169913,119.7,5.553,19990.8,6386.72,64,2.39
1723129901,171840,120.6,5.620,20232,6339.5,64,2.39
1723129903,173721,119.1,5.687,20473.2,6255.69,64,2.39
1723129904,175651,119.4,5.753,20710.8,6282.8,64,2.39
1723129907,177701,120.3,5.820,20952,6369.37,64,2.39
1723129908,179620,119.5,5.886,21189.6,6376.61,64,2.39
1723129910,181405,119.5,5.919,21308.4,6324.13,64,2.39
1723129912,183121,120.0,5.985,21546,6259.72,64,2.39
1723129914,184852,120.6,6.053,21790.8,6301.51,64,2.39
1723129915,186529,119.5,6.119,22028.4,6362.55,64,2.39
1723129917,188256,119.3,6.152,22147.2,6302.51,64,2.39
1723129919,189979,120.3,6.218,22384.8,6300.54,64,2.38
1723129921,191950,119.4,6.285,22626,6366.84,64,2.39
1723129923,194172,119.5,6.351,22863.6,6400,64,2.39
1723129925,196528,120.7,6.418,23104.8,6400,64,2.39
1723129928,198731,119.5,6.518,23464.8,6400,64,2.39
1723129930,200852,119.4,6.585,23706,6400,64,2.39
1723129932,202981,120.8,6.651,23943.6,6400,64,2.39
1723129934,205187,119.5,6.718,24184.8,6400,64,2.39
1723129936,207337,120.6,6.784,24422.4,6400,64,2.39
1723129938,209449,119.0,6.851,24663.6,6362.32,64,2.39
1723129941,211661,119.5,6.917,24901.2,6400,64,2.39
1723129943,213791,120.7,7.018,25264.8,6400,64,2.39
1723129945,215991,119.5,7.084,25502.4,6400,64,2.39
1723129947,218209,119.4,7.151,25743.6,6400,64,2.39
1723129949,220391,120.7,7.217,25981.2,6400,64,2.39
1723129951,222539,119.4,7.284,26222.4,6400,64,2.39
1723129954,224710,119.5,7.384,26582.4,6400,64,2.39
1723129956,226908,120.4,7.450,26820,6375.12,64,2.39
1723129958,229062,119.4,7.517,27061.2,6400,64,2.39
1723129960,231264,120.5,7.583,27298.8,6400,64,2.39
1723129962,233422,119.3,7.650,27540,6400,64,2.39
1723129964,235573,119.4,7.716,27777.6,6400,64,2.39
1723129967,237689,119.9,7.816,28137.6,6281.01,64,2.39
1723129969,239921,119.4,7.883,28378.8,6400,64,2.39
1723129971,242099,119.3,7.949,28616.4,6400,64,2.39
1723129973,244248,120.5,8.016,28857.6,6400,64,2.39
1723129975,246432,119.3,8.082,29095.2,6400,64,2.39
1723129977,248570,119.4,8.148,29332.8,6390.34,64,2.39
1723129979,250442,120.2,8.216,29577.6,6294.58,64,2.39
1723129981,252691,119.3,8.315,29934,6382.78,64,2.39
1723129983,254477,119.2,8.348,30052.8,6251.64,64,2.39
1723129985,256155,119.8,8.415,30294,6215.83,64,2.39
1723129987,257856,118.9,8.480,30528,6286.71,64,2.39
1723129988,259621,119.0,8.547,30769.2,6301.52,64,2.39
1723129991,261729,120.4,8.614,31010.4,6339.16,64,2.39
1723129993,263801,119.4,8.680,31248,6395.31,64,2.39
1723129995,265900,119.4,8.746,31485.6,6385.5,64,2.39
1723129997,268050,120.5,8.813,31726.8,6396.17,64,2.39
1723129999,270249,119.2,8.880,31968,6400,64,2.39
1723130001,272439,119.3,8.946,32205.6,6391.39,64,2.39
1723130003,274560,120.6,9.013,32446.8,6399.03,64,2.39
1723130006,276700,119.3,9.112,32803.2,6400,64,2.39
1723130008,278909,119.4,9.179,33044.4,6400,64,2.39
1723130010,281080,119.3,9.246,33285.6,6400,64,2.39
1723130012,283301,119.2,9.312,33523.2,6400,64,2.39
1723130014,285470,120.4,9.379,33764.4,6313.3,64,2.39
1723130017,287598,119.3,9.445,34002,6400,64,2.39
1723130019,289811,119.4,9.545,34362,6400,64,2.39
1723130021,292021,120.7,9.612,34603.2,6400,64,2.39
1723130023,294210,119.2,9.678,34840.8,6400,64,2.39
1723130025,296381,119.3,9.744,35078.4,6400,64,2.39
1723130027,298540,120.5,9.811,35319.6,6400,64,2.39
1723130030,300703,119.2,9.910,35676,6400,64,2.39
1723130032,303038,119.4,9.977,35917.2,6400,64,2.40
1723130034,305179,119.1,10.044,36158.4,6400,64,2.40
1723130036,307282,119.2,10.110,36396,6400,64,2.40
1723130038,309601,120.3,10.177,36637.2,6400,64,2.40
1723130041,311838,119.2,10.277,36997.2,6400,64,2.40
1723130043,313970,119.4,10.342,37231.2,6400,64,2.40
1723130045,316190,120.6,10.410,37476,6400,64,2.40
1723130047,318418,119.2,10.476,37713.6,6400,64,2.40
1723130049,320578,118.6,10.542,37951.2,6300.53,64,2.39
1723130052,322788,120.5,10.642,38311.2,6400,64,2.39
1723130054,324879,119.3,10.708,38548.8,6400,64,2.39
1723130056,327011,120.3,10.775,38790,6396.17,64,2.39
1723130058,329191,119.3,10.841,39027.6,6400,64,2.40
1723130060,331419,119.2,10.907,39265.2,6391.3,64,2.39
1723130062,333389,119.7,10.974,39506.4,6301.38,64,2.39
1723130064,335268,119.4,11.041,39747.6,6338.53,64,2.40
1723130066,337293,118.8,11.106,39981.6,6320.16,64,2.39
1723130068,339092,119.7,11.173,40222.8,6231.84,64,2.39
1723130070,340840,119.9,11.240,40464,6299.52,64,2.39
1723130071,342647,118.9,11.305,40698,6287.77,64,2.39
1723130074,344611,118.9,11.338,40816.8,6302.5,64,2.39
1723130076,346843,120.4,11.438,41176.8,6400,64,2.40
1723130078,348923,119.3,11.504,41414.4,6394.37,64,2.39
1723130080,351140,120.3,11.571,41655.6,6400,64,2.39
1723130082,353130,119.4,11.637,41893.2,6382.6,64,2.39
1723130084,355291,118.6,11.704,42134.4,6300.5,64,2.39
1723130086,357401,119.8,11.770,42372,6301.41,64,2.39
1723130088,359550,118.9,11.836,42609.6,6365.55,64,2.39
1723130091,361629,119.2,11.903,42850.8,6400,64,2.39
1723130093,363771,120.5,12.003,43210.8,6400,64,2.39
1723130094,365644,119.2,12.069,43448.4,6291.74,64,2.39
1723130096,367379,119.0,12.102,43567.2,6301.51,64,2.39
1723130098,369351,120.0,12.168,43804.8,6319.83,64,2.39
1723130101,371580,119.2,12.235,44046,6400,64,2.39
1723130103,373748,119.3,12.334,44402.4,6400,64,2.39
1723130105,375900,120.4,12.401,44643.6,6400,64,2.39
1723130107,378029,119.3,12.467,44881.2,6400,64,2.39
1723130109,380150,119.2,12.534,45122.4,6400,64,2.39
1723130111,382140,120.3,12.600,45360,6355.58,64,2.40
1723130113,384230,119.0,12.666,45597.6,6328.88,64,2.40
1723130115,386479,119.0,12.733,45838.8,6400,64,2.39
1723130118,388717,120.5,12.799,46076.4,6400,64,2.40
1723130120,390861,119.3,12.899,46436.4,6400,64,2.40
1723130122,392980,119.3,12.965,46674,6400,64,2.40
1723130124,395089,119.1,13.032,46915.2,6400,64,2.39
1723130126,397409,119.1,13.098,47152.8,6400,64,2.40
1723130129,399688,120.2,13.198,47512.8,6400,64,2.39
1723130131,401748,119.0,13.265,47754,6389.38,64,2.40
1723130133,403711,119.1,13.330,47988,6301.43,64,2.40
1723130135,405730,120.1,13.397,48229.2,6326.33,64,2.40
1723130137,407828,119.0,13.463,48466.8,6400,64,2.39
1723130138,409685,118.8,13.529,48704.4,6260.49,64,2.40
1723130140,411356,119.6,13.563,48826.8,6244.31,64,2.39
1723130142,412968,117.5,13.628,49060.8,5986.33,64,2.39
1723130143,414612,116.7,13.692,49291.2,5381.8,64,2.40
1723130145,416160,112.2,13.723,49402.8,4731.65,64,2.40
1723130147,417771,106.0,13.783,49618.8,3614.33,64,2.30
1723130148,419232,101.7,13.811,49719.6,2683.14,64,2.30
1723130149,420729,97.7,13.866,49917.6,2291.81,64,2.30
1723130151,422076,96.6,13.893,50014.8,1652.58,64,2.11
1723130152,423508,94.3,13.946,50205.6,1411.19,64,1.93
1723130154,424832,92.4,13.971,50295.6,1012.45,64,1.83
1723130155,426152,89.8,13.996,50385.6,802.355,64,1.73
1723130156,427459,88.5,14.045,50562,800.493,64,1.73
1723130158,428807,89.5,14.070,50652,800.493,64,1.72
1723130159,430134,90.1,14.095,50742,834.957,64,1.73
1723130160,431462,88.3,14.144,50918.4,718.49,64,1.73
1723130162,432772,87.2,14.168,51004.8,602.913,64,1.73
1723130163,434084,86.8,14.192,51091.2,499.783,64,1.73
1723130164,435404,87.6,14.241,51267.6,507.039,64,1.73
1723130166,436765,84.8,14.264,51350.4,141.804,64,1.73
1723130167,438087,84.3,14.288,51436.8,108.189,64,1.72
