DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS,MEMUSED_GB
1723130582,262,85.8,0.000,0,785.318,64,1.72
1723130583,1590,86.1,0.024,86.4,202.419,64,1.74
1723130584,2938,86.2,0.072,259.2,200.901,64,1.76
1723130586,4282,86.3,0.096,345.6,241.171,64,1.79
1723130587,5618,85.7,0.120,432,207.702,64,1.81
1723130588,6930,85.7,0.167,601.2,201.057,64,1.83
1723130590,8337,85.9,0.191,687.6,291.181,64,1.89
1723130591,9915,88.4,0.216,777.6,293.523,64,1.99
1723130593,11911,115.8,0.272,979.2,6315.03,64,2.01
1723130595,14066,117.4,0.337,1213.2,6345.86,64,2.05
1723130597,15988,120.0,0.404,1454.4,6356.44,64,2.12
1723130599,17704,118.3,0.469,1688.4,6295.54,64,2.14
1723130601,19730,118.1,0.535,1926,6246.23,64,2.16
1723130603,21672,119.9,0.601,2163.6,6397.04,64,2.19
1723130605,23431,117.6,0.667,2401.2,6294.41,64,2.19
1723130607,25338,117.7,0.733,2638.8,6333.99,64,2.19
1723130609,27249,119.1,0.799,2876.4,6311.85,64,2.18
1723130611,29226,118.2,0.864,3110.4,6348.29,64,2.19
1723130613,31109,117.8,0.897,3229.2,6360.98,64,2.19
1723130614,33081,119.2,0.997,3589.2,6400,64,2.19
1723130616,34876,117.9,1.029,3704.4,6343.02,64,2.19
1723130618,36970,118.3,1.095,3942,6400,64,2.19
1723130620,39000,119.2,1.161,4179.6,6400,64,2.19
1723130622,40989,118.3,1.227,4417.2,6298.57,64,2.18
1723130624,42923,118.2,1.293,4654.8,6336.5,64,2.18
1723130627,45181,119.1,1.392,5011.2,6300.49,64,2.18
1723130629,47451,118.4,1.457,5245.2,6367.82,64,2.18
1723130631,49455,118.0,1.523,5482.8,6335.99,64,2.18
1723130633,51621,119.7,1.590,5724,6400,64,2.18
1723130635,53504,117.7,1.655,5958,6258.15,64,2.18
1723130637,55278,118.3,1.721,6195.6,6301.51,64,2.17
1723130638,56945,119.3,1.754,6314.4,6301.56,64,2.18
1723130640,58582,117.9,1.820,6552,6276.61,64,2.18
1723130642,60309,117.8,1.885,6786,6302.5,64,2.18
1723130643,62027,118.2,1.918,6904.8,6302.5,64,2.17
1723130645,63823,119.8,1.984,7142.4,6363.19,64,2.17
1723130647,65588,117.9,2.050,7380,6301.52,64,2.17
1723130649,67381,117.8,2.116,7617.6,6323.71,64,2.17
1723130651,69391,119.7,2.182,7855.2,6341.64,64,2.17
1723130653,71433,118.4,2.248,8092.8,6399.06,64,2.17
1723130655,73691,117.8,2.313,8326.8,6314.72,64,2.17
1723130657,75873,119.8,2.380,8568,6381.82,64,2.18
1723130659,77853,118.3,2.445,8802,6400,64,2.18
1723130661,79792,118.0,2.511,9039.6,6352.67,64,2.18
1723130663,81736,119.9,2.578,9280.8,6400,64,2.18
1723130665,83691,118.0,2.643,9514.8,6335.28,64,2.18
1723130667,85661,118.3,2.709,9752.4,6400,64,2.18
1723130669,87734,120.0,2.776,9993.6,6336.42,64,2.18
1723130671,89435,116.6,2.841,10227.6,6061.32,64,2.18
1723130672,91032,116.7,2.906,10461.6,6121.22,64,2.18
1723130674,92970,117.7,2.938,10576.8,6217.11,64,2.18
1723130676,94880,117.2,3.004,10814.4,6029.89,64,2.19
1723130678,96757,115.5,3.069,11048.4,5924.09,64,2.19
1723130680,98513,119.1,3.135,11286,6344.82,64,2.19
1723130682,100249,119.9,3.200,11520,6243.85,64,2.19
1723130683,101981,118.4,3.233,11638.8,6301.54,64,2.19
1723130685,103642,118.1,3.299,11876.4,6302.51,64,2.19
1723130687,105548,119.8,3.365,12114,6338.57,64,2.19
1723130689,107278,118.4,3.431,12351.6,6300.54,64,2.18
1723130691,109220,118.5,3.497,12589.2,6306.36,64,2.18
1723130693,111391,119.4,3.563,12826.8,6320.99,64,2.18
1723130695,113389,118.0,3.628,13060.8,6279.64,64,2.19
1723130697,115529,117.9,3.694,13298.4,6337.81,64,2.19
1723130699,117574,119.8,3.761,13539.6,6354.13,64,2.19
1723130701,119309,118.2,3.826,13773.6,6302.5,64,2.19
1723130702,121033,118.3,3.859,13892.4,6300.54,64,2.19
1723130704,122712,119.2,3.925,14130,6308.39,64,2.19
1723130706,124700,118.1,3.991,14367.6,6336.26,64,2.19
1723130708,126791,118.3,4.057,14605.2,6400,64,2.19
1723130710,128882,119.5,4.123,14842.8,6400,64,2.19
1723130712,130970,118.5,4.189,15080.4,6400,64,2.19
1723130715,133111,118.4,4.255,15318,6400,64,2.19
1723130716,135081,119.2,4.321,15555.6,6331.4,64,2.19
1723130718,137040,118.1,4.387,15793.2,6303.44,64,2.19
1723130721,139100,118.4,4.486,16149.6,6400,64,2.20
