DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS,MEMUSED_GB
1723135262,255,87.2,0.000,0,1049.4,64,1.90
1723135264,2157,100.5,0.027,97.2,4106.02,64,5.60
1723135267,4510,136.3,0.139,500.4,6400,64,10.74
1723135269,6995,124.9,0.211,759.6,6400,64,10.85
1723135271,8826,127.7,0.280,1008,5736.51,64,3.66
1723135273,10925,114.2,0.345,1242,4176.06,64,3.86
1723135275,13199,130.3,0.416,1497.6,6339.6,64,3.86
1723135277,15206,130.8,0.525,1890,6390.26,64,3.85
1723135279,17217,128.1,0.596,2145.6,6300.67,64,3.91
1723135281,18788,127.7,0.631,2271.6,6362.92,64,4.22
1723135282,20228,127.7,0.702,2527.2,6137.43,64,4.75
1723135284,21730,122.2,0.736,2649.6,4558.87,64,5.32
1723135285,23292,123.1,0.802,2887.2,6047.1,64,6.04
1723135287,25076,124.5,0.837,3013.2,6383.91,64,6.65
1723135289,26732,128.2,0.907,3265.2,6400,64,6.96
1723135290,28193,126.8,0.978,3520.8,6390.16,64,7.07
1723135292,29606,126.7,1.013,3646.8,6362.25,64,7.15
1723135294,31352,126.7,1.083,3898.8,6391.32,64,7.35
1723135295,33188,127.9,1.154,4154.4,6400,64,7.47
1723135297,34758,125.1,1.189,4280.4,6376.85,64,7.59
1723135299,36426,124.3,1.258,4528.8,6359.87,64,7.90
1723135300,37910,124.4,1.292,4651.2,6362.39,64,8.12
1723135302,39463,125.7,1.363,4906.8,6373.7,64,8.65
1723135303,41162,125.5,1.432,5155.2,6384.42,64,9.10
1723135305,43072,124.1,1.467,5281.2,6400,64,9.32
1723135307,44700,125.4,1.536,5529.6,6386.37,64,9.70
1723135308,46171,122.3,1.604,5774.4,6322.84,64,9.86
1723135310,47691,124.8,1.639,5900.4,6281.06,64,10.05
1723135311,49061,125.0,1.706,6141.6,5216.39,64,10.34
1723135313,50556,113.5,1.738,6256.8,4389.47,64,10.55
1723135314,52057,122.8,1.772,6379.2,6283.42,64,10.85
1723135316,53435,121.4,1.840,6624,5518.97,64,11.00
1723135317,54932,117.2,1.873,6742.8,4285.52,64,11.26
1723135318,56302,97.5,1.930,6948,970.733,64,11.39
1723135320,57663,92.8,1.956,7041.6,925.35,64,11.51
1723135321,59060,92.6,2.008,7228.8,817.939,64,11.64
1723135322,60407,91.6,2.033,7318.8,829.798,64,11.76
1723135324,61740,91.7,2.058,7408.8,885.568,64,11.87
1723135325,63083,93.3,2.110,7596,899.29,64,12.00
1723135327,64430,91.8,2.136,7689.6,864.922,64,12.13
1723135328,65801,91.8,2.161,7779.6,887.738,64,12.25
1723135329,67147,92.0,2.212,7963.2,970.368,64,12.39
1723135331,68494,94.3,2.238,8056.8,1049.99,64,12.55
1723135332,69823,93.4,2.264,8150.4,1109.67,64,12.71
1723135333,71178,92.7,2.316,8337.6,1111.86,64,12.87
1723135335,72530,92.7,2.341,8427.6,1094.78,64,13.04
1723135336,73883,93.9,2.367,8521.2,1280,64,13.23
