DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS,MEMUSED_GB
1723139791,253,85.9,0.024,86.4,1260.09,64,1.86
1723139792,1572,84.4,0.047,169.2,100.124,64,1.91
1723139794,2887,84.4,0.070,252,101.1,64,1.97
1723139795,4209,85.0,0.094,338.4,100.14,64,1.99
1723139796,5529,84.5,0.142,511.2,111.063,64,1.99
1723139798,6846,84.2,0.165,594,105.08,64,1.87
1723139799,8165,84.3,0.188,676.8,100.093,64,1.87
1723139800,9490,84.6,0.235,846,101.147,64,1.87
1723139802,10810,86.4,0.259,932.4,117.031,64,1.87
1723139803,12126,84.1,0.282,1015.2,101.131,64,1.87
1723139804,13448,83.7,0.329,1184.4,100.186,64,1.87
1723139806,14768,84.0,0.352,1267.2,101.147,64,1.88
1723139807,16082,85.1,0.376,1353.6,125.023,64,1.89
1723139808,17402,83.7,0.423,1522.8,104.089,64,1.90
1723139809,18728,84.0,0.446,1605.6,98.2176,64,1.91
1723139811,20057,83.9,0.470,1692,101.147,64,1.91
1723139812,21372,84.0,0.517,1861.2,121.971,64,1.92
1723139813,22690,85.7,0.540,1944,99.1635,64,1.92
1723139815,24000,84.0,0.564,2030.4,101.147,64,1.92
1723139816,25312,83.9,0.610,2196,102.122,64,1.92
1723139817,26626,84.1,0.634,2282.4,128,64,1.92
1723139819,27942,84.5,0.657,2365.2,100.124,64,1.92
1723139820,29256,85.6,0.681,2451.6,101.162,64,1.93
1723139821,30565,83.6,0.727,2617.2,103.082,64,1.93
1723139823,31880,84.2,0.751,2703.6,134.904,64,1.93
1723139824,33190,83.9,0.774,2786.4,102.059,64,1.94
1723139825,34502,85.4,0.821,2955.6,100.155,64,1.95
1723139827,35811,83.8,0.844,3038.4,100.217,64,1.95
1723139828,37146,83.9,0.868,3124.8,144.756,64,1.95
1723139829,38460,83.6,0.914,3290.4,101.131,64,1.96
1723139831,39780,84.3,0.937,3373.2,104.106,64,1.96
1723139832,41096,85.5,0.961,3459.6,102.138,64,1.96
1723139833,42426,84.0,1.008,3628.8,143.832,64,1.97
1723139834,43740,83.9,1.031,3711.6,102.091,64,1.97
1723139836,45060,83.8,1.054,3794.4,101.162,64,1.97
1723139837,46381,85.2,1.101,3963.6,101.131,64,1.97
1723139838,47731,84.3,1.125,4050,143.988,64,1.99
1723139840,49069,84.1,1.149,4136.4,106.352,64,2.00
1723139841,50393,83.8,1.195,4302,106.236,64,2.02
1723139842,51714,84.4,1.218,4384.8,102.17,64,2.02
1723139844,53039,85.6,1.242,4471.2,139.82,64,2.02
1723139845,54349,83.6,1.289,4640.4,102.138,64,2.02
1723139846,55666,83.6,1.312,4723.2,102.107,64,2.02
1723139848,56986,83.4,1.335,4806,100.14,64,2.02
1723139849,58306,84.1,1.382,4975.2,141.869,64,2.02
1723139850,59627,83.5,1.405,5058,101.147,64,2.02
1723139852,60947,83.5,1.428,5140.8,102.091,64,2.02
1723139853,62260,83.4,1.451,5223.6,101.116,64,2.02
1723139854,63571,84.4,1.498,5392.8,138.915,64,2.02
1723139856,64888,85.2,1.522,5479.2,101.147,64,2.02
1723139857,66207,83.6,1.545,5562,103.066,64,2.02
1723139858,67525,83.7,1.591,5727.6,101.116,64,2.03
1723139860,68849,84.1,1.615,5814,136.93,64,2.03
1723139861,70170,84.4,1.638,5896.8,101.131,64,2.04
1723139862,71535,83.6,1.685,6066,232.602,64,2.13
1723139864,72927,98.3,1.712,6163.2,3803.03,64,2.19
1723139865,74242,88.0,1.737,6253.2,240.124,64,2.24
1723139866,75563,85.2,1.784,6422.4,180.421,64,2.27
1723139868,76874,85.6,1.808,6508.8,101.116,64,2.28
