DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS,MEMUSED_GB
1723133943,264,84.0,0.000,0,977.35,64,1.73
1723133944,1593,88.7,0.049,176.4,443.466,64,1.76
1723133946,3373,97.0,0.076,273.6,5482.04,64,1.84
1723133948,5132,118.0,0.141,507.6,6313.25,64,1.85
1723133950,6836,118.6,0.207,745.2,6371.67,64,1.84
1723133951,8474,120.5,0.273,982.8,6273.09,64,1.83
1723133953,10234,118.7,0.307,1105.2,6350.69,64,1.83
1723133955,11950,118.5,0.372,1339.2,6305.42,64,1.83
1723133956,13598,119.0,0.439,1580.4,6321.06,64,1.83
1723133958,15249,119.1,0.472,1699.2,6339.89,64,1.82
1723133960,16932,118.4,0.538,1936.8,6294.46,64,1.82
1723133962,18633,118.9,0.604,2174.4,6354.53,64,1.82
1723133963,20310,120.6,0.637,2293.2,6274.07,64,1.82
1723133965,21949,118.4,0.703,2530.8,6292.49,64,1.81
1723133967,23732,118.5,0.769,2768.4,6326.06,64,1.81
1723133968,25515,119.0,0.836,3009.6,6327.23,64,1.81
1723133970,27273,118.8,0.868,3124.8,6317.04,64,1.81
1723133972,29067,118.7,0.934,3362.4,6370.12,64,1.80
1723133974,30921,119.1,1.001,3603.6,6376.55,64,1.81
1723133976,32775,118.9,1.067,3841.2,6322.84,64,1.81
1723133977,34465,118.7,1.133,4078.8,6317.95,64,1.81
1723133979,36052,118.3,1.166,4197.6,6287.44,64,1.80
1723133981,37741,120.9,1.233,4438.8,6379.49,64,1.80
1723133982,39331,119.2,1.266,4557.6,6292.45,64,1.80
1723133984,41077,118.6,1.332,4795.2,6314.22,64,1.80
1723133986,42815,118.7,1.398,5032.8,6237.63,64,1.80
1723133987,44551,120.5,1.464,5270.4,6376.34,64,1.80
1723133989,46373,118.9,1.497,5389.2,6397.07,64,1.80
1723133991,48116,119.1,1.563,5626.8,6360.56,64,1.80
1723133993,49715,120.5,1.630,5868,6272.84,64,1.80
1723133994,51398,119.1,1.663,5986.8,6260.61,64,1.79
1723133996,53257,118.8,1.729,6224.4,6301.3,64,1.80
1723133998,54966,118.7,1.795,6462,6270.2,64,1.80
1723134000,56752,118.9,1.862,6703.2,6304.31,64,1.80
1723134001,58421,118.9,1.895,6822,6357.57,64,1.80
1723134003,60041,118.7,1.961,7059.6,6269.49,64,1.80
1723134005,61711,120.8,2.027,7297.2,6350.21,64,1.80
1723134006,63463,119.4,2.094,7538.4,6337.86,64,1.80
1723134008,65072,118.8,2.127,7657.2,6307.23,64,1.80
1723134010,66726,118.8,2.193,7894.8,6292.58,64,1.80
1723134011,68482,121.0,2.226,8013.6,6292.54,64,1.80
1723134013,70232,119.0,2.293,8254.8,6353.57,64,1.80
1723134015,71889,118.5,2.358,8488.8,6288.65,64,1.80
1723134016,73492,119.2,2.425,8730,6209.68,64,1.80
1723134018,75179,119.0,2.458,8848.8,6248.12,64,1.80
1723134020,76915,118.9,2.524,9086.4,6305.31,64,1.80
1723134021,78500,119.0,2.590,9324,6259.68,64,1.80
1723134023,80094,120.9,2.624,9446.4,6287.44,64,1.79
1723134025,81780,118.8,2.690,9684,6310.22,64,1.80
1723134026,83406,119.0,2.756,9921.6,6298.48,64,1.79
1723134028,85125,119.2,2.789,10040.4,6365.8,64,1.80
1723134030,86896,118.9,2.856,10281.6,6300.37,64,1.80
1723134032,88710,119.0,2.922,10519.2,6350.65,64,1.80
1723134033,90447,119.0,2.988,10756.8,6286.59,64,1.80
1723134035,92365,121.0,3.022,10879.2,6397.04,64,1.80
1723134037,94196,119.2,3.088,11116.8,6364.22,64,1.80
1723134039,95865,119.0,3.154,11354.4,6370.41,64,1.80
1723134041,97682,120.9,3.221,11595.6,6341.6,64,1.80
1723134042,99275,119.0,3.254,11714.4,6236.15,64,1.80
1723134044,101059,118.9,3.320,11952,6340.47,64,1.80
1723134046,102802,118.4,3.386,12189.6,6209.65,64,1.79
1723134047,104458,120.7,3.453,12430.8,6205.52,64,1.80
1723134049,106146,118.9,3.485,12546,6300.37,64,1.80
1723134051,107803,118.8,3.552,12787.2,6291.62,64,1.80
1723134053,109606,119.3,3.618,13024.8,6329.41,64,1.80
1723134054,111472,119.6,3.684,13262.4,6316.15,64,1.80
1723134056,113312,119.3,3.718,13384.8,6397.1,64,1.80
1723134058,114955,119.0,3.784,13622.4,6286.43,64,1.80
1723134060,116691,119.5,3.851,13863.6,6356.01,64,1.80
1723134061,118332,119.0,3.884,13982.4,6326.78,64,1.80
1723134063,120050,118.8,3.950,14220,6300.43,64,1.80
1723134065,121719,120.6,4.016,14457.6,6265.22,64,1.80
1723134066,123360,119.2,4.050,14580,6294.59,64,1.80
1723134068,125018,118.9,4.116,14817.6,6292.61,64,1.80
1723134070,126693,119.2,4.182,15055.2,6376.58,64,1.79
1723134071,128347,121.3,4.215,15174,6324.03,64,1.79
1723134073,130162,119.0,4.282,15415.2,6295.51,64,1.79
1723134075,131935,118.9,4.348,15652.8,6348.77,64,1.79
1723134076,133653,121.1,4.415,15894,6309.31,64,1.80
1723134078,135282,119.1,4.448,16012.8,6328.7,64,1.79
1723134080,136955,118.7,4.514,16250.4,6266.1,64,1.79
1723134082,138601,119.1,4.580,16488,6267.96,64,1.79
1723134083,140332,121.2,4.614,16610.4,6245.56,64,1.80
1723134085,142085,119.4,4.680,16848,6383.25,64,1.80
1723134087,143703,119.1,4.746,17085.6,6342.25,64,1.80
1723134088,145376,119.3,4.779,17204.4,6325.04,64,1.80
1723134090,147133,119.5,4.846,17445.6,6359.35,64,1.80
1723134092,149095,119.1,4.912,17683.2,6356.6,64,1.80
1723134094,150708,119.1,4.979,17924.4,6289.61,64,1.80
1723134095,152443,121.0,5.045,18162,6257.93,64,1.80
1723134097,154204,119.1,5.078,18280.8,6297.41,64,1.80
1723134099,155883,118.8,5.144,18518.4,6270.44,64,1.80
1723134101,157682,121.3,5.211,18759.6,6398.07,64,1.80
1723134103,159581,119.4,5.277,18997.2,6294.5,64,1.80
1723134104,161326,119.1,5.311,19119.6,6316.29,64,1.80
1723134106,163172,119.4,5.377,19357.2,6348.71,64,1.80
1723134108,164902,119.2,5.444,19598.4,6301.38,64,1.80
1723134109,166534,119.2,5.510,19836,6323.06,64,1.79
1723134111,168225,119.4,5.543,19954.8,6356.59,64,1.80
1723134113,169950,121.2,5.610,20196,6396.06,64,1.79
1723134115,171740,118.8,5.676,20433.6,6295.5,64,1.79
1723134116,173483,119.1,5.742,20671.2,6317.95,64,1.80
1723134118,175283,119.3,5.775,20790,6338.46,64,1.80
1723134120,176915,119.2,5.842,21031.2,6267.45,64,1.79
1723134122,178803,119.0,5.908,21268.8,6324.81,64,1.79
1723134123,180511,119.2,5.974,21506.4,6232.06,64,1.80
1723134125,182231,120.9,6.008,21628.8,6361.56,64,1.79
1723134127,183997,119.3,6.075,21870,6396.13,64,1.80
1723134129,185717,119.3,6.141,22107.6,6334.6,64,1.80
1723134130,187352,119.4,6.174,22226.4,6293.33,64,1.80
1723134132,188945,119.6,6.241,22467.6,6300.34,64,1.79
1723134133,190616,119.1,6.307,22705.2,6324.86,64,1.80
1723134135,192239,119.5,6.340,22824,6291.53,64,1.80
1723134137,193863,120.9,6.407,23065.2,6295.41,64,1.80
1723134138,195639,119.4,6.473,23302.8,6218.55,64,1.80
1723134140,197254,119.4,6.506,23421.6,6369.45,64,1.80
