DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS
1723117587,267,84.8,0.000,0,491.31,64
1723117588,1591,83.2,0.046,165.6,137.816,64
1723117590,2894,83.0,0.069,248.4,101.131,64
1723117591,4191,83.1,0.092,331.2,102.107,64
1723117592,5496,83.3,0.139,500.4,136.888,64
1723117594,6818,83.4,0.162,583.2,137.816,64
1723117595,8124,83.0,0.186,669.6,101.131,64
1723117596,9439,83.0,0.231,831.6,102.107,64
1723117598,10739,83.5,0.255,918,139.842,64
1723117599,12044,85.1,0.278,1000.8,140.746,64
1723117600,13349,83.2,0.301,1083.6,101.147,64
1723117602,14650,82.8,0.347,1249.2,104.122,64
1723117603,15958,82.8,0.370,1332,132.031,64
1723117604,17257,83.8,0.393,1414.8,138.872,64
1723117605,18569,82.7,0.440,1584,103.146,64
1723117607,19872,83.0,0.463,1666.8,100.14,64
1723117608,21195,82.9,0.486,1749.6,123.877,64
1723117609,22504,83.1,0.533,1918.8,135.938,64
1723117611,23810,84.6,0.556,2001.6,101.147,64
1723117612,25113,82.9,0.579,2084.4,101.1,64
1723117613,26411,82.8,0.625,2250,112.02,64
1723117615,27719,83.5,0.648,2332.8,137.837,64
1723117616,29023,84.7,0.672,2419.2,99.225,64
1723117617,30334,85.5,0.695,2502,104.041,64
1723117619,31669,83.2,0.742,2671.2,102.091,64
1723117620,32967,83.7,0.765,2754,131.078,64
1723117621,34281,83.8,0.788,2836.8,103.082,64
1723117622,35592,84.9,0.835,3006,101.131,64
1723117624,36892,83.6,0.858,3088.8,100.186,64
1723117625,38204,83.8,0.881,3171.6,136.824,64
1723117626,39523,83.1,0.928,3340.8,101.116,64
1723117628,40825,84.0,0.951,3423.6,105.064,64
1723117629,42142,85.3,0.975,3510,101.194,64
1723117630,43451,83.8,1.021,3675.6,141.848,64
1723117632,44750,83.6,1.045,3762,102.091,64
1723117633,46053,83.3,1.068,3844.8,98.2477,64
1723117634,47375,83.9,1.091,3927.6,103.194,64
1723117636,48676,84.3,1.138,4096.8,144.211,64
1723117637,49992,84.1,1.162,4183.2,108.239,64
1723117638,51296,83.7,1.185,4266,108.138,64
1723117639,52613,83.6,1.231,4431.6,101.162,64
1723117641,53933,85.4,1.255,4518,135.959,64
1723117642,55240,83.7,1.278,4600.8,101.147,64
1723117643,56539,83.0,1.324,4766.4,99.1789,64
1723117645,57844,83.2,1.347,4849.2,101.147,64
1723117646,59144,83.8,1.370,4932,140.834,64
1723117647,60443,85.3,1.417,5101.2,113.064,64
1723117649,61742,83.2,1.440,5184,104.122,64
1723117650,63043,83.2,1.464,5270.4,101.116,64
1723117651,64348,83.2,1.486,5349.6,134.904,64
1723117653,65662,85.5,1.533,5518.8,127.94,64
1723117654,66960,83.7,1.557,5605.2,101.147,64
1723117655,68267,83.5,1.580,5688,99.2403,64
1723117656,69567,83.7,1.627,5857.2,139.82,64
1723117658,70867,84.3,1.650,5940,136.845,64
1723117659,72168,85.4,1.674,6026.4,110.994,64
1723117660,73479,83.8,1.720,6192,102.107,64
1723117662,74785,83.8,1.743,6274.8,137.816,64
1723117663,76089,83.9,1.766,6357.6,139.798,64
1723117664,77399,84.0,1.790,6444,98.2022,64
1723117666,78715,84.2,1.837,6613.2,200.217,64
1723117667,80019,84.2,1.860,6696,238.066,64
1723117668,81324,84.4,1.884,6782.4,236.118,64
1723117670,82637,84.4,1.930,6948,200.279,64
1723117671,83942,86.0,1.955,7038,200.279,64
1723117672,85246,84.1,1.978,7120.8,237.11,64
1723117673,86551,84.3,2.025,7290,240.012,64
1723117675,87863,84.1,2.048,7372.8,200.341,64
1723117676,89180,84.5,2.072,7459.2,200.434,64
1723117677,90498,85.9,2.119,7628.4,235.126,64
1723117679,91796,84.5,2.142,7711.2,241.958,64
1723117680,93105,84.1,2.166,7797.6,200.403,64
1723117681,94403,84.1,2.212,7963.2,202.293,64
1723117683,95699,86.0,2.237,8053.2,236.155,64
1723117684,97009,84.5,2.260,8136,235.236,64
1723117685,98318,84.4,2.283,8218.8,199.907,64
1723117686,99619,83.9,2.330,8388,202.262,64
1723117688,100918,84.7,2.353,8470.8,226.303,64
1723117689,102212,86.3,2.377,8557.2,238.213,64
1723117690,103531,83.8,2.424,8726.4,203.316,64
1723117692,104845,84.2,2.448,8812.8,202.324,64
1723117693,106153,84.2,2.471,8895.6,219.287,64
1723117694,107455,85.0,2.518,9064.8,237.992,64
1723117696,108764,84.1,2.542,9151.2,201.27,64
1723117697,110087,84.2,2.565,9234,200.279,64
1723117698,111405,84.2,2.612,9403.2,212.275,64
1723117700,112709,85.0,2.635,9486,240.049,64
1723117701,114010,86.3,2.660,9576,200.279,64
1723117702,115315,84.3,2.683,9658.8,200.31,64
1723117703,116613,84.0,2.729,9824.4,203.348,64
1723117705,117929,84.5,2.753,9910.8,237.037,64
1723117706,119230,84.9,2.776,9993.6,200.403,64
1723117707,120531,84.1,2.824,10166.4,200.279,64
1723117709,121852,84.2,2.847,10249.2,200.341,64
1723117710,123179,84.5,2.871,10335.6,238.177,64
1723117711,124484,84.4,2.918,10504.8,200.372,64
1723117713,125795,86.0,2.941,10587.6,201.302,64
1723117714,127107,84.2,2.965,10674,201.332,64
1723117715,128409,84.5,3.012,10843.2,237.11,64
1723117717,129715,84.2,3.035,10926,200.31,64
1723117718,131010,84.6,3.058,11008.8,200.341,64
1723117719,132316,86.0,3.083,11098.8,200.217,64
1723117721,133646,84.3,3.129,11264.4,238.029,64
1723117722,134944,84.6,3.152,11347.2,201.302,64
1723117723,136244,84.0,3.176,11433.6,200.341,64
1723117724,137543,85.8,3.223,11602.8,201.27,64
1723117726,138843,84.5,3.247,11689.2,234.944,64
1723117727,140146,84.5,3.270,11772,205.395,64
1723117728,141446,84.2,3.317,11941.2,200.31,64
1723117730,142743,84.6,3.341,12027.6,200.248,64
1723117731,144059,86.3,3.364,12110.4,234.17,64
1723117732,145366,84.6,3.388,12196.8,214.292,64
1723117734,146668,84.0,3.435,12366,201.332,64
1723117735,147969,84.1,3.458,12448.8,200.31,64
1723117736,149268,84.5,3.481,12531.6,236.964,64
1723117737,150569,84.2,3.529,12704.4,229.952,64
1723117739,151871,84.2,3.552,12787.2,198.388,64
1723117740,153170,84.1,3.575,12870,201.427,64
1723117741,154476,84.1,3.623,13042.8,237.955,64
1723117743,155779,86.4,3.646,13125.6,235.053,64
1723117744,157078,84.3,3.670,13212,200.403,64
1723117745,158381,84.2,3.693,13294.8,200,64
1723117747,159679,84.3,3.740,13464,237.11,64
1723117748,160977,85.0,3.764,13550.4,236.118,64
1723117749,162288,86.1,3.787,13633.2,201.27,64
1723117750,163595,84.2,3.834,13802.4,207.219,64
1723117752,164894,84.2,3.857,13885.2,238.177,64
1723117753,166198,84.6,3.881,13971.6,235.199,64
1723117754,167505,84.9,3.929,14144.4,200.341,64
1723117756,168810,84.3,3.952,14227.2,200.31,64
1723117757,170117,84.2,3.975,14310,231.337,64
1723117758,171418,84.5,4.022,14479.2,238.066,64
1723117760,172717,84.6,4.046,14565.6,200.341,64
1723117761,174018,86.0,4.069,14648.4,204.244,64
1723117762,175338,84.3,4.093,14734.8,237.992,64
1723117764,176639,84.3,4.140,14904,236.155,64
1723117765,177944,84.1,4.163,14986.8,200.372,64
1723117766,179257,84.6,4.187,15073.2,200.341,64
1723117767,180558,84.2,4.234,15242.4,238.029,64
1723117769,181862,84.5,4.257,15325.2,236.155,64
1723117770,183181,84.5,4.281,15411.6,200.372,64
1723117771,184484,84.3,4.328,15580.8,203.316,64
1723117773,185805,86.1,4.352,15667.2,231.194,64
1723117774,187117,84.7,4.375,15750,238.102,64
1723117775,188416,84.5,4.422,15919.2,201.364,64
1723117777,189720,84.2,4.445,16002,200.341,64
1723117778,191026,84.5,4.469,16088.4,216.411,64
1723117779,192349,86.4,4.493,16174.8,237.037,64
1723117781,193654,84.0,4.539,16340.4,198.45,64
1723117782,194954,84.3,4.563,16426.8,205.3,64
1723117783,196253,84.1,4.586,16509.6,209.299,64
1723117784,197566,86.0,4.633,16678.8,236.082,64
1723117786,198877,84.3,4.657,16765.2,200.403,64
1723117787,200181,84.1,4.681,16851.6,200.372,64
1723117788,201517,84.0,4.727,17017.2,200.341,64
1723117790,202817,85.0,4.751,17103.6,238.102,64
1723117791,204110,86.2,4.775,17190,200.403,64
1723117792,205414,84.3,4.821,17355.6,197.519,64
1723117794,206716,84.2,4.845,17442,201.332,64
1723117795,208020,84.4,4.868,17524.8,241.958,64
1723117796,209317,84.9,4.892,17611.2,197.427,64
1723117797,210617,84.1,4.939,17780.4,202.23,64
1723117799,211922,84.0,4.962,17863.2,200.403,64
1723117800,213220,84.4,4.986,17949.6,235.309,64
1723117801,214528,84.3,5.033,18118.8,199.535,64
1723117803,215836,85.9,5.056,18201.6,201.27,64
1723117804,217146,84.2,5.080,18288,200.31,64
