DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS
1723112703,140249,91.9,3.554,12794.4,1602.48,64
1723112704,141606,91.4,3.580,12888,1599.5,64
1723112705,143032,91.5,3.631,13071.6,1649.4,64
1723112707,144398,91.6,3.656,13161.6,1600.5,64
1723112708,145826,93.2,3.682,13255.2,1600.25,64
1723112710,147258,91.3,3.733,13438.8,1577.88,64
1723112711,148636,91.7,3.759,13532.4,1545.75,64
1723112713,150073,91.4,3.809,13712.4,1550.13,64
1723112714,151481,93.2,3.835,13806,1588.84,64
1723112715,152902,92.2,3.860,13896,1609.93,64
1723112717,154303,91.4,3.912,14083.2,1599.75,64
1723112718,155617,91.5,3.937,14173.2,1586.07,64
1723112719,157042,91.5,3.988,14356.8,1599.26,64
1723112721,158502,92.1,4.014,14450.4,1626.3,64
1723112722,159961,92.1,4.065,14634,1599.51,64
1723112724,161395,91.4,4.090,14724,1598.02,64
1723112725,162817,91.6,4.115,14814,1599.01,64
1723112727,164204,92.4,4.167,15001.2,1647.42,64
1723112728,165570,91.6,4.193,15094.8,1600.25,64
1723112729,166996,91.6,4.243,15274.8,1598.76,64
1723112731,168394,91.5,4.269,15368.4,1597.77,64
1723112732,169799,93.2,4.294,15458.4,1650.85,64
1723112734,171232,91.3,4.345,15642,1601.73,64
1723112735,172651,91.5,4.371,15735.6,1598.76,64
1723112737,174073,91.5,4.422,15919.2,1601.73,64
1723112738,175508,93.8,4.447,16009.2,1648.63,64
1723112739,176923,92.3,4.473,16102.8,1598.76,64
1723112741,178357,91.5,4.524,16286.4,1599.01,64
1723112742,179790,91.5,4.550,16380,1599.26,64
1723112744,181218,93.3,4.601,16563.6,1614.36,64
1723112745,182635,92.3,4.626,16653.6,1597.77,64
1723112747,184068,91.5,4.677,16837.2,1597.77,64
1723112748,185435,91.6,4.702,16927.2,1620.34,64
1723112749,186846,91.8,4.728,17020.8,1599.01,64
1723112751,188210,91.9,4.780,17208,1597.77,64
1723112752,189638,91.5,4.805,17298,1598.52,64
1723112753,190996,91.5,4.856,17481.6,1641.43,64
1723112755,192335,91.4,4.881,17571.6,1599.01,64
1723112756,193745,93.2,4.907,17665.2,1587.81,64
1723112758,195129,91.1,4.958,17848.8,1600,64
1723112759,196553,91.5,4.983,17938.8,1649.11,64
1723112760,197917,92.0,5.034,18122.4,1600.5,64
1723112762,199306,93.0,5.060,18216,1599.26,64
1723112763,200727,92.2,5.086,18309.6,1597.02,64
1723112765,202088,91.6,5.137,18493.2,1647.16,64
1723112766,203496,91.4,5.162,18583.2,1599.75,64
1723112767,204912,91.5,5.187,18673.2,1599.75,64
1723112769,206342,92.1,5.239,18860.4,1598.76,64
1723112770,207762,91.7,5.264,18950.4,1646.91,64
1723112772,209178,91.2,5.315,19134,1599.5,64
1723112773,210620,91.5,5.341,19227.6,1599.26,64
1723112775,212065,93.2,5.392,19411.2,1601.24,64
1723112776,213495,91.9,5.417,19501.2,1616.12,64
1723112777,214920,91.5,5.443,19594.8,1598.76,64
1723112779,216306,91.3,5.493,19774.8,1599.75,64
1723112780,217745,93.1,5.519,19868.4,1558.05,64
1723112782,219121,91.1,5.570,20052,1551.18,64
1723112783,220555,91.3,5.596,20145.6,1580.68,64
1723112784,221929,91.5,5.646,20325.6,1601.73,64
1723112786,223340,93.0,5.672,20419.2,1620.1,64
1723112787,224755,92.6,5.698,20512.8,1599.5,64
1723112789,226188,91.2,5.749,20696.4,1598.27,64
1723112790,227610,91.5,5.774,20786.4,1600,64
1723112791,228988,91.5,5.825,20970,1646.62,64
1723112793,230427,92.1,5.851,21063.6,1599.01,64
1723112794,231856,91.5,5.877,21157.2,1601.73,64
1723112796,233282,91.2,5.927,21337.2,1598.52,64
1723112797,234646,91.8,5.953,21430.8,1647.64,64
1723112798,236001,93.4,6.004,21614.4,1600.49,64
1723112800,237431,91.6,6.030,21708,1617.36,64
1723112801,238866,91.6,6.055,21798,1600.5,64
1723112803,240302,91.8,6.106,21981.6,1648.86,64
1723112804,241735,93.2,6.132,22075.2,1596.29,64
1723112806,243162,91.1,6.183,22258.8,1599.01,64
1723112807,244513,91.5,6.208,22348.8,1599.26,64
1723112808,245908,91.8,6.234,22442.4,1619.6,64
1723112810,247325,93.0,6.285,22626,1600,64
1723112811,248748,92.3,6.310,22716,1600.25,64
1723112813,250173,91.1,6.361,22899.6,1605.95,64
1723112814,251585,92.0,6.386,22989.6,1599.26,64
1723112815,252994,91.6,6.438,23176.8,1589.56,64
1723112817,254417,92.0,6.464,23270.4,1599.26,64
1723112818,255830,91.6,6.489,23360.4,1633.22,64
1723112820,257244,91.3,6.540,23544,1598.02,64
1723112821,258665,91.6,6.565,23634,1600,64
1723112823,260091,91.8,6.616,23817.6,1599.75,64
1723112824,261499,91.6,6.642,23911.2,1643.67,64
1723112825,262923,91.9,6.667,24001.2,1602.48,64
1723112827,264338,91.4,6.718,24184.8,1599.01,64
1723112828,265749,93.3,6.744,24278.4,1598.51,64
1723112830,267164,91.6,6.795,24462,1645.66,64
1723112831,268585,91.5,6.821,24555.6,1604.21,64
1723112832,269948,91.6,6.871,24735.6,1586.32,64
1723112834,271375,93.2,6.897,24829.2,1599.51,64
1723112835,272818,92.7,6.923,24922.8,1646.87,64
1723112837,274232,91.3,6.974,25106.4,1598.76,64
1723112838,275647,91.6,6.999,25196.4,1600.49,64
1723112839,277037,91.5,7.051,25383.6,1599.01,64
1723112841,278467,92.8,7.076,25473.6,1617.86,64
1723112842,279881,91.6,7.102,25567.2,1599.75,64
1723112844,281295,91.3,7.152,25747.2,1598.27,64
1723112845,282697,91.6,7.178,25840.8,1609.18,64
1723112847,284102,91.9,7.229,26024.4,1598.52,64
1723112848,285525,91.6,7.255,26118,1598.52,64
1723112849,286955,91.6,7.306,26301.6,1580.43,64
1723112851,288370,91.3,7.331,26391.6,1614.39,64
1723112852,289805,93.6,7.357,26485.2,1554.59,64
1723112854,291228,91.3,7.408,26668.8,1587.85,64
1723112855,292647,91.6,7.433,26758.8,1596.03,64
1723112857,294063,91.5,7.484,26942.4,1640.21,64
1723112858,295472,93.3,7.510,27036,1601.98,64
1723112859,296879,92.3,7.536,27129.6,1599.26,64
1723112861,298297,91.4,7.587,27313.2,1599.26,64
1723112862,299663,91.8,7.612,27403.2,1645.46,64
1723112864,301098,91.8,7.664,27590.4,1598.52,64
1723112865,302532,92.3,7.689,27680.4,1609.14,64
1723112866,303945,91.5,7.740,27864,1602.73,64
1723112868,305366,91.9,7.765,27954,1639.7,64
1723112869,306791,91.6,7.790,28044,1598.52,64
1723112871,308227,92.0,7.842,28231.2,1598.27,64
1723112872,309642,91.5,7.867,28321.2,1599.75,64
1723112873,311049,91.8,7.918,28504.8,1606.45,64
1723112875,312416,91.5,7.944,28598.4,1599.01,64
1723112876,313772,93.2,7.970,28692,1601.98,64
1723112878,315123,91.2,8.020,28872,1610.91,64
1723112879,316537,91.9,8.046,28965.6,1587.81,64
1723112880,317954,91.6,8.096,29145.6,1599.01,64
1723112882,319386,93.1,8.122,29239.2,1599.26,64
1723112883,320820,92.3,8.148,29332.8,1632.5,64
1723112885,322221,91.2,8.199,29516.4,1598.27,64
1723112886,323640,91.5,8.225,29610,1599.51,64
1723112887,325044,91.5,8.276,29793.6,1600.99,64
1723112889,326455,92.4,8.301,29883.6,1649.63,64
1723112890,327879,92.0,8.327,29977.2,1602.23,64
1723112892,329300,91.4,8.377,30157.2,1599.75,64
1723112893,330710,91.6,8.403,30250.8,1599.01,64
1723112895,332147,92.3,8.455,30438,1646.14,64
1723112896,333562,91.5,8.480,30528,1599.01,64
1723112897,334980,91.6,8.531,30711.6,1601.48,64
1723112899,336393,91.5,8.556,30801.6,1599.26,64
1723112900,337836,93.6,8.582,30895.2,1639.19,64
1723112902,339265,91.3,8.633,31078.8,1598.52,64
1723112903,340683,91.6,8.658,31168.8,1598.76,64
1723112905,342098,91.1,8.709,31352.4,1599.26,64
1723112906,343525,93.8,8.735,31446,1610.91,64
1723112907,344913,92.2,8.761,31539.6,1601.49,64
1723112909,346272,91.4,8.812,31723.2,1598.76,64
1723112910,347684,91.4,8.837,31813.2,1608.43,64
1723112912,349105,92.8,8.888,31996.8,1600.25,64
1723112913,350520,92.3,8.914,32090.4,1598.52,64
1723112914,351949,91.6,8.965,32274,1598.02,64
1723112916,353380,91.5,8.990,32364,1642.68,64
1723112917,354784,92.0,9.016,32457.6,1601.24,64
1723112919,356087,90.5,9.067,32641.2,1274.25,64
1723112920,357383,88.3,9.091,32727.6,981.638,64
1723112921,358683,88.0,9.115,32814,848.109,64
1723112922,359990,86.2,9.164,32990.4,689.933,64
1723112924,361288,87.5,9.188,33076.8,599.039,64
1723112925,362598,86.3,9.212,33163.2,411.563,64
1723112926,363928,84.4,9.259,33332.4,178.273,64
