DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS
1723115355,254,84.5,0.000,0,437.561,64
1723115356,1557,83.3,0.023,82.8,100.17,64
1723115357,2899,83.5,0.070,252,799.258,64
1723115359,4193,86.5,0.094,338.4,814.259,64
1723115360,5494,87.9,0.118,424.8,790.931,64
1723115361,6797,88.0,0.143,514.8,799.629,64
1723115362,8096,86.4,0.191,687.6,798.637,64
1723115364,9403,86.5,0.215,774,805.082,64
1723115365,10709,87.0,0.239,860.4,802.234,64
1723115366,12021,87.7,0.288,1036.8,800.371,64
1723115368,13327,86.6,0.312,1123.2,800.25,64
1723115369,14637,86.6,0.336,1209.6,800.122,64
1723115370,15941,86.9,0.384,1382.4,807.315,64
1723115372,17245,87.6,0.408,1468.8,800.371,64
1723115373,18560,87.9,0.433,1558.8,800.371,64
1723115374,19875,86.6,0.457,1645.2,801.242,64
1723115376,21181,86.8,0.505,1818,813.03,64
1723115377,22497,86.6,0.529,1904.4,800.493,64
1723115378,23807,87.5,0.553,1990.8,799.379,64
1723115380,25111,86.4,0.602,2167.2,799.507,64
1723115381,26413,86.9,0.626,2253.6,827.405,64
1723115382,27724,86.5,0.650,2340,799.507,64
1723115383,29031,87.4,0.698,2512.8,798.515,64
1723115385,30374,87.9,0.722,2599.2,799.507,64
1723115386,31672,87.0,0.747,2689.2,833.229,64
1723115387,32983,86.5,0.795,2862,790.81,64
1723115389,34295,86.5,0.819,2948.4,799.507,64
1723115390,35597,87.6,0.843,3034.8,799.379,64
1723115391,36909,87.8,0.891,3207.6,833.875,64
1723115393,38215,86.5,0.915,3294,800.493,64
1723115394,39531,86.5,0.940,3384,799.507,64
1723115395,40834,86.6,0.963,3466.8,802.477,64
1723115397,42141,88.1,1.012,3643.2,835.859,64
1723115398,43446,86.6,1.036,3729.6,799.507,64
1723115399,44752,86.6,1.061,3819.6,800.493,64
1723115400,46062,86.4,1.109,3992.4,791.802,64
1723115402,47366,88.0,1.133,4078.8,827.955,64
