DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS
1723111859,277,83.7,0.000,0,386.172,64
1723111860,1589,83.5,0.023,82.8,102.154,64
1723111861,2907,85.0,0.070,252,108.273,64
1723111863,4217,84.0,0.093,334.8,114.215,64
1723111864,5520,83.8,0.117,421.2,122.103,64
1723111865,6818,83.4,0.163,586.8,100.264,64
1723111867,8120,83.4,0.186,669.6,249.853,64
1723111868,9413,86.5,0.210,756,399.814,64
1723111869,10715,85.4,0.233,838.8,423.887,64
1723111871,12022,84.5,0.281,1011.6,405.578,64
1723111872,13319,84.6,0.304,1094.4,396.153,64
1723111873,14628,84.7,0.328,1180.8,403.595,64
1723111874,15939,85.2,0.375,1350,437.514,64
1723111876,17249,84.7,0.399,1436.4,399.752,64
1723111877,18568,84.8,0.422,1519.2,400.62,64
1723111878,19861,84.6,0.469,1688.4,400.62,64
1723111880,21163,86.8,0.493,1774.8,434.874,64
1723111881,22480,85.1,0.517,1861.2,402.603,64
1723111882,23783,84.6,0.540,1944,396.03,64
1723111884,25083,84.6,0.587,2113.2,404.586,64
1723111885,26404,85.0,0.611,2199.6,434.739,64
1723111886,27712,86.5,0.635,2286,402.416,64
1723111888,29016,84.5,0.682,2455.2,400.557,64
1723111889,30328,84.7,0.706,2541.6,400.495,64
1723111890,31632,84.6,0.729,2624.4,434.605,64
1723111891,32944,86.3,0.777,2797.2,396.961,64
1723111893,34258,85.1,0.800,2880,399.938,64
1723111894,35556,84.8,0.824,2966.4,400.806,64
1723111895,36855,84.6,0.871,3135.6,437.378,64
1723111897,38153,84.8,0.894,3218.4,400.62,64
1723111898,39451,86.5,0.919,3308.4,400.868,64
1723111899,40757,85.1,0.942,3391.2,395.907,64
1723111901,42057,85.0,0.989,3560.4,444.114,64
1723111902,43359,84.7,1.013,3646.8,402.291,64
1723111903,44666,84.7,1.036,3729.6,403.595,64
1723111905,45972,84.9,1.084,3902.4,400.744,64
1723111906,47266,84.7,1.107,3985.2,433.882,64
1723111907,48589,85.0,1.131,4071.6,401.736,64
1723111908,49916,84.7,1.179,4244.4,399.628,64
1723111910,51226,86.6,1.202,4327.2,399.628,64
1723111911,52536,85.2,1.226,4413.6,436.522,64
1723111912,53841,85.0,1.273,4582.8,399.752,64
1723111914,55141,84.6,1.296,4665.6,399.938,64
1723111915,56471,84.7,1.320,4752,400.495,64
1723111916,57774,86.5,1.344,4838.4,431.963,64
1723111918,59080,84.5,1.391,5007.6,400.682,64
1723111919,60383,84.7,1.415,5094,400.62,64
1723111920,61692,84.6,1.438,5176.8,400.62,64
1723111922,62991,86.6,1.485,5346,424.216,64
1723111923,64300,85.5,1.509,5432.4,399.752,64
1723111924,65606,84.6,1.533,5518.8,402.728,64
1723111925,66906,84.4,1.580,5688,400.62,64
1723111927,68205,84.7,1.603,5770.8,424.419,64
1723111928,69507,86.9,1.628,5860.8,401.736,64
1723111929,70806,85.2,1.675,6030,400.682,64
1723111931,72115,84.7,1.698,6112.8,404.461,64
1723111932,73426,84.7,1.722,6199.2,405.892,64
1723111933,74719,85.1,1.745,6282,400,64
1723111935,76021,85.0,1.793,6454.8,397.953,64
1723111936,77338,84.7,1.817,6541.2,399.752,64
1723111937,78636,84.7,1.840,6624,399.628,64
1723111938,79935,84.5,1.887,6793.2,407.751,64
1723111940,81241,86.5,1.911,6879.6,400.682,64
1723111941,82543,85.1,1.934,6962.4,396.961,64
1723111942,83861,84.6,1.982,7135.2,400.557,64
1723111944,85175,84.9,2.005,7218,415.366,64
1723111945,86493,84.7,2.029,7304.4,404.649,64
1723111946,87805,86.6,2.053,7390.8,400.62,64
1723111948,89127,84.6,2.100,7560,400.557,64
1723111949,90434,85.0,2.123,7642.8,422.239,64
1723111950,91751,84.6,2.147,7729.2,400.62,64
1723111952,93051,86.4,2.194,7898.4,400.744,64
1723111953,94361,85.1,2.218,7984.8,399.566,64
1723111954,95663,84.9,2.241,8067.6,423.091,64
1723111955,96958,84.4,2.289,8240.4,400.557,64
1723111957,98263,84.7,2.312,8323.2,400.557,64
1723111958,99565,86.5,2.336,8409.6,400.557,64
1723111959,100876,85.1,2.383,8578.8,434.99,64
1723111961,102183,84.6,2.407,8665.2,400.682,64
1723111962,103490,84.6,2.430,8748,400.557,64
1723111963,104800,84.7,2.454,8834.4,395.098,64
1723111965,106101,85.4,2.501,9003.6,434.807,64
1723111966,107405,84.7,2.525,9090,399.752,64
1723111967,108712,84.7,2.548,9172.8,399.566,64
1723111969,110015,84.5,2.595,9342,399.752,64
1723111970,111315,86.8,2.620,9432,438.302,64
1723111971,112612,85.1,2.643,9514.8,400.682,64
1723111972,113917,84.4,2.690,9684,399.752,64
1723111974,115220,84.7,2.714,9770.4,400.62,64
1723111975,116525,84.7,2.737,9853.2,438.642,64
1723111976,117834,86.8,2.785,10026,401.549,64
1723111978,119142,84.6,2.808,10108.8,400.682,64
1723111979,120443,84.6,2.832,10195.2,400.682,64
1723111980,121745,84.6,2.855,10278,440.353,64
1723111982,123063,86.3,2.903,10450.8,402.478,64
1723111983,124360,85.2,2.927,10537.2,400.62,64
1723111984,125666,84.6,2.950,10620,401.612,64
1723111986,126974,84.7,2.997,10789.2,438.71,64
1723111987,128275,84.7,3.021,10875.6,400.806,64
1723111988,129586,86.5,3.044,10958.4,400.682,64
1723111989,130905,85.2,3.092,11131.2,398.822,64
1723111991,132208,84.8,3.115,11214,441.414,64
1723111992,133509,84.8,3.139,11300.4,399.752,64
1723111993,134835,84.6,3.186,11469.6,400.557,64
1723111995,136163,85.1,3.210,11556,400.62,64
1723111996,137471,84.7,3.234,11642.4,441.482,64
1723111997,138774,85.0,3.257,11725.2,396.03,64
1723111999,140078,84.5,3.304,11894.4,400.806,64
1723112000,141384,86.5,3.328,11980.8,400.806,64
1723112001,142689,85.0,3.351,12063.6,438.573,64
1723112003,143989,84.4,3.398,12232.8,399.814,64
1723112004,145291,84.6,3.422,12319.2,399.566,64
1723112005,146611,84.6,3.446,12405.6,395.846,64
1723112006,147911,85.0,3.493,12574.8,431.963,64
1723112008,149220,84.7,3.517,12661.2,396.03,64
1723112009,150517,84.6,3.540,12744,396.03,64
1723112010,151822,84.5,3.587,12913.2,399.69,64
1723112012,153129,86.4,3.611,12999.6,417.866,64
1723112013,154435,85.4,3.635,13086,401.549,64
1723112014,155730,84.6,3.658,13168.8,400.62,64
1723112016,157026,84.5,3.705,13338,400.806,64
1723112017,158339,84.6,3.729,13424.4,408.616,64
1723112018,159662,86.8,3.753,13510.8,400.682,64
1723112020,160971,84.4,3.800,13680,399.071,64
1723112021,162273,84.6,3.823,13762.8,399.69,64
1723112022,163579,84.6,3.847,13849.2,401.3,64
1723112023,164894,86.2,3.895,14022,398.884,64
1723112025,166200,85.0,3.918,14104.8,400.62,64
1723112026,167511,84.5,3.942,14191.2,399.938,64
1723112027,168813,84.5,3.989,14360.4,400.557,64
1723112029,170119,84.9,4.012,14443.2,408.616,64
1723112030,171425,86.4,4.036,14529.6,394.976,64
1723112031,172741,85.1,4.059,14612.4,401.612,64
1723112033,174057,84.4,4.106,14781.6,400.495,64
1723112034,175371,84.9,4.130,14868,417.413,64
1723112035,176679,84.6,4.154,14954.4,400.557,64
1723112037,177980,84.9,4.201,15123.6,404.649,64
1723112038,179293,84.5,4.224,15206.4,395.969,64
1723112039,180613,84.9,4.248,15292.8,426.534,64
1723112040,181945,84.3,4.295,15462,400.62,64
1723112042,183253,86.4,4.319,15548.4,399.814,64
1723112043,184561,85.1,4.343,15634.8,399.628,64
1723112044,185900,84.5,4.390,15804,425.608,64
1723112046,187201,84.6,4.413,15886.8,399.628,64
1723112047,188501,84.5,4.437,15973.2,403.595,64
1723112048,189799,86.4,4.484,16142.4,400.62,64
1723112050,191121,84.8,4.508,16228.8,430.836,64
1723112051,192429,84.5,4.531,16311.6,400.62,64
1723112052,193733,84.6,4.555,16398,396.03,64
1723112054,195038,86.2,4.602,16567.2,399.566,64
1723112055,196339,85.4,4.626,16653.6,437.31,64
1723112056,197646,84.5,4.649,16736.4,400.557,64
1723112057,198948,84.3,4.696,16905.6,403.407,64
1723112059,200250,84.5,4.720,16992,401.612,64
1723112060,201561,86.4,4.744,17078.4,433.814,64
1723112061,202866,85.1,4.791,17247.6,401.487,64
1723112063,204171,84.4,4.814,17330.4,399.69,64
1723112064,205472,84.6,4.837,17413.2,395.221,64
1723112065,206788,84.5,4.861,17499.6,436.454,64
1723112067,208099,84.9,4.909,17672.4,401.425,64
1723112068,209413,84.5,4.932,17755.2,403.72,64
1723112069,210712,84.6,4.956,17841.6,400.682,64
1723112071,212012,84.7,5.002,18007.2,426.998,64
1723112072,213314,86.4,5.026,18093.6,401.487,64
1723112073,214615,85.0,5.050,18180,399.628,64
1723112074,215917,84.2,5.097,18349.2,400.682,64
1723112076,217225,84.8,5.121,18435.6,441.14,64
1723112077,218541,84.7,5.144,18518.4,400.62,64
1723112078,219843,86.4,5.191,18687.6,395.16,64
1723112080,221149,84.6,5.215,18774,399.257,64
1723112081,222451,84.5,5.238,18856.8,439.43,64
1723112082,223761,84.9,5.262,18943.2,394.915,64
1723112084,225074,86.3,5.309,19112.4,400.62,64
1723112085,226384,85.0,5.333,19198.8,400.682,64
1723112086,227685,84.4,5.357,19285.2,437.581,64
1723112088,228980,84.2,5.403,19450.8,403.845,64
1723112089,230280,84.5,5.427,19537.2,401.612,64
1723112090,231584,86.4,5.451,19623.6,400.62,64
1723112091,232901,85.0,5.498,19792.8,437.514,64
1723112093,234214,84.5,5.522,19879.2,399.69,64
1723112094,235529,84.4,5.545,19962,399.566,64
1723112095,236840,84.4,5.592,20131.2,401.363,64
1723112097,238147,85.0,5.616,20217.6,430.97,64
1723112098,239457,84.8,5.639,20300.4,404.586,64
1723112099,240768,84.4,5.663,20386.8,400.682,64
1723112101,242076,84.3,5.710,20556,400.557,64
1723112102,243383,86.3,5.734,20642.4,425.674,64
1723112103,244696,85.3,5.757,20725.2,401.549,64
1723112105,246010,84.3,5.804,20894.4,399.69,64
1723112106,247312,84.4,5.828,20980.8,395.098,64
