DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS
1723115755,281,83.7,0.000,0,439.64,64
1723115757,1581,85.2,0.047,169.2,101.131,64
1723115758,2889,87.3,0.072,259.2,1473.11,64
1723115759,4281,91.6,0.097,349.2,1587.31,64
1723115761,5643,91.9,0.148,532.8,1596.52,64
1723115762,7038,93.0,0.174,626.4,1596.52,64
1723115763,8438,93.9,0.225,810,1598.76,64
1723115765,9856,92.2,0.251,903.6,1595.53,64
1723115766,11226,92.1,0.276,993.6,1597.27,64
1723115768,12627,92.8,0.328,1180.8,1618.86,64
1723115769,13970,94.2,0.354,1274.4,1593.05,64
1723115770,15365,92.0,0.405,1458,1600.5,64
1723115772,16721,92.0,0.431,1551.6,1598.51,64
1723115773,18094,92.1,0.456,1641.6,1630.52,64
1723115774,19450,93.4,0.508,1828.8,1601.73,64
1723115776,20765,92.2,0.534,1922.4,1597.02,64
1723115777,22144,92.1,0.559,2012.4,1597.27,64
1723115779,23517,92.1,0.610,2196,1633.24,64
1723115780,24855,93.3,0.636,2289.6,1597.02,64
1723115781,26239,93.6,0.662,2383.2,1598.51,64
1723115783,27580,92.1,0.713,2566.8,1598.02,64
1723115784,28960,92.2,0.739,2660.4,1627.64,64
1723115785,30349,92.7,0.765,2754,1586.81,64
1723115787,31723,93.6,0.816,2937.6,1597.77,64
1723115788,33103,92.1,0.842,3031.2,1598.51,64
1723115789,34444,92.2,0.894,3218.4,1641.72,64
1723115791,35862,92.1,0.919,3308.4,1595.28,64
1723115792,37220,93.2,0.945,3402,1599.01,64
1723115794,38601,92.0,0.997,3589.2,1595.53,64
1723115795,39902,92.5,1.023,3682.8,1649.37,64
1723115796,41280,92.4,1.048,3772.8,1599.75,64
1723115798,42693,93.0,1.099,3956.4,1595.03,64
1723115799,44003,93.9,1.125,4050,1597.52,64
1723115800,45415,92.2,1.177,4237.2,1639.48,64
1723115802,46780,92.3,1.202,4327.2,1599.01,64
1723115803,48196,92.3,1.228,4420.8,1599.26,64
1723115805,49576,93.5,1.280,4608,1599.01,64
1723115806,50982,92.8,1.305,4698,1642.96,64
1723115807,52393,92.4,1.357,4885.2,1594.78,64
1723115809,53794,92.2,1.382,4975.2,1599.01,64
1723115810,55198,93.2,1.408,5068.8,1596.28,64
1723115812,56541,92.4,1.460,5256,1614.17,64
1723115813,57946,92.2,1.485,5346,1597.52,64
1723115814,59356,92.2,1.537,5533.2,1598.27,64
1723115816,60738,93.0,1.563,5626.8,1600.99,64
1723115817,62163,94.3,1.589,5720.4,1611.66,64
1723115819,63531,92.0,1.640,5904,1593.56,64
1723115820,64939,92.2,1.666,5997.6,1598.02,64
1723115821,66346,92.3,1.691,6087.6,1613.4,64
