DATE,RUNTIME_ms,POWER_W,E_Wh,E_J,CPU_USAGE,N_THREADS
1723119831,264,85.9,0.000,0,496.987,64
1723119832,1570,84.1,0.023,82.8,101.084,64
1723119834,2871,83.2,0.069,248.4,99.1942,64
1723119835,4176,83.5,0.093,334.8,138.829,64
1723119836,5479,83.1,0.116,417.6,102.122,64
1723119837,6778,83.4,0.163,586.8,100.155,64
1723119839,8104,83.3,0.186,669.6,99.2403,64
1723119840,9408,83.4,0.209,752.4,139.885,64
1723119841,10727,82.8,0.255,918,100.155,64
1723119843,12054,84.8,0.279,1004.4,101.147,64
1723119844,13352,83.6,0.302,1087.2,101.131,64
1723119845,14664,82.9,0.348,1252.8,139.885,64
1723119847,15967,83.0,0.371,1335.6,108.122,64
1723119848,17297,83.0,0.394,1418.4,99.225,64
1723119849,18595,84.9,0.440,1584,99.1942,64
1723119851,19897,83.3,0.464,1670.4,139.842,64
1723119852,21201,83.1,0.487,1753.2,100.186,64
1723119853,22508,83.0,0.510,1836,101.116,64
1723119854,23822,84.5,0.557,2005.2,99.225,64
1723119856,25131,83.8,0.579,2084.4,138.85,64
1723119857,26455,83.0,0.603,2170.8,101.131,64
1723119858,27780,82.7,0.648,2332.8,102.091,64
1723119860,29079,82.8,0.672,2419.2,104.106,64
1723119861,30378,84.7,0.695,2502,137.837,64
1723119862,31680,83.7,0.741,2667.6,101.131,64
1723119864,32987,82.8,0.764,2750.4,102.122,64
1723119865,34287,82.9,0.787,2833.2,99.1942,64
1723119866,35603,82.9,0.810,2916,141.694,64
1723119868,36903,83.3,0.857,3085.2,100.17,64
1723119869,38204,82.9,0.880,3168,101.147,64
1723119870,39545,82.7,0.903,3250.8,104.106,64
1723119871,40854,83.2,0.949,3416.4,135.917,64
1723119873,42156,84.7,0.973,3502.8,105.13,64
1723119874,43467,83.6,0.996,3585.6,99.1635,64
1723119875,44783,82.5,1.042,3751.2,101.131,64
1723119877,46102,82.8,1.065,3834,135.875,64
1723119878,47438,83.1,1.088,3916.8,103.226,64
1723119879,48775,83.6,1.135,4086,112.194,64
1723119881,50104,83.2,1.158,4168.8,109.266,64
1723119882,51416,83.3,1.181,4251.6,139.994,64
1723119883,52715,82.5,1.227,4417.2,104.138,64
1723119885,54032,84.5,1.250,4500,104.122,64
1723119886,55326,83.3,1.274,4586.4,103.098,64
1723119887,56631,82.7,1.320,4752,136.93,64
1723119889,57926,82.6,1.343,4834.8,101.162,64
1723119890,59223,82.7,1.365,4914,102.107,64
1723119891,60525,84.4,1.389,5000.4,105.113,64
1723119892,61825,82.7,1.435,5166,135.896,64
1723119894,63122,82.8,1.458,5248.8,101.178,64
1723119895,64431,82.6,1.481,5331.6,101.147,64
1723119896,65730,84.5,1.527,5497.2,102.17,64
1723119898,67060,83.5,1.550,5580,128.912,64
1723119899,68366,83.3,1.574,5666.4,101.131,64
1723119900,69672,82.8,1.619,5828.4,101.162,64
1723119902,70975,83.0,1.643,5914.8,103.114,64
1723119903,72277,88.0,1.667,6001.2,1736.43,64
1723119904,73584,86.8,1.691,6087.6,167.43,64
1723119906,74908,83.1,1.737,6253.2,102.138,64
1723119907,76218,83.1,1.761,6339.6,99.1942,64
1723119908,77514,83.1,1.783,6418.8,108.172,64
1723119909,78812,83.5,1.830,6588,102.122,64
1723119911,80113,83.1,1.853,6670.8,104.122,64
1723119912,81422,83.1,1.876,6753.6,102.091,64
1723119913,82724,82.7,1.922,6919.2,101.131,64
1723119915,84025,85.8,1.946,7005.6,157.165,64
1723119916,85333,83.5,1.969,7088.4,103.098,64
